,Text
5783,bố mấy thằng gay
5784,"giống tui , tui cũng không hiểu họ làm gì mà bị nhiều người chỉ trích và kì thị"
5785,hãy hiểu sâu sắc câu ns của chỉ này trc khi bình luận cảm ơn
5786,họ cũng là con người mà .
5787,"nói chung là không phải ghét bixeseual , nhưng mà có hơi ác cảm xíu vì lúc trước từng quen bixesual : ("
5788,bame em cx có nói câu đó trong khi đó em lại là người trong công đồng lgbt : (
5789,tao tưởng trong phim á trời . nữ phụ này có câu chuyện chil từ đầu tới cuối . sao vậy trời tội vậy ? có lẽ ông trời an bày dành tặng đứa bé cho 2 bạn
5790,yep
5791,"bởi vậy giờ 27t rồi mìh vẫn khôg muốn lấy chồg , mẹ mìh thúc ép , mìh hỏi mẹ rằg “ tại sao có đàn ông mới sốg được . ” mẹ giận . "
5792,họ có lm gì sai mà kì thị梁 họ có tình yêu đẹp vậy mà梁
5793,tự nhiên thấy bo cũng xinh = )
5794,tui là nữ mà thấy ông nói đúng đấy
5795,ủa rồi là zai hay gái
5796,lại sớm 
5797,"ông chê đó đóng đam mỹ ngắn mà ' ,"
5798,tôi ủng hộ bình đẳng giới
5799,"tôi có một đứa bạn chơi với nhau cũng 13năm rồi , nó cũng là lgbt , bm nó rất ghét vàluôn luôn nói những lời lẽ khó chịu đến tôi còn cảm thấy sợ hãi ☺️"
5800,lạy mấy ông bảo Việt Nam áp dụng 
5801,"bình đẳng giới là sự công bằng về quyền lợi , thế mà vẫn có mấy đứa con gái mang cái cơ chế sinh học và sức khoẻ đề kháng ra để so bì với phản biện ?"
5802,ai biết inf áo anh long không
5803,hạnh phúc vãi nhà mình thích yêu chiều con gái kinh khủng 殺
5804,"ủa rồi lm bằng cách nào để có baby , em hỏi thật á , thật lòng là hk biết ạ ,"
5805,đậu xanh  nghe nói c suýt đỗ trường báo : )
5806,cho 10₫ với 10 đất nước này
5807,1 ông nào đó trên tàu titanic : tao cứu mày thì mày cố để nhiều con vào 
5808,lgbt chứ đâu phải thứ gì ác độc đâu kì thị họ lmj
5809,xinh dã man
5810,bú fame ấy mà
5811,"con gái mà tập thể hình như ctrai cũng nổi cơ y chang thôi vì về mặt sinh học người vẫn là người , chỉ có tốc độ pt cơ của nữ chậm hơn "
5812,ôi không chửi bọn tôi đáy xã hội mà lại được xã hội công nhận còn lũ sú.c vật lgbt có gì ?
5813,hình như nữ chuyển nam
5814,bác tui 3 thằng con trai ổng khóc lên khóc xuống vì không có tiền cưới vợ cho 3 thằng : )
5815,vãi thằng tâm
5816,chứ có sai đâu . 
5817,chúc hai anh hạnh phúc nhie
5818,nam không phù hợp với công việc . đơn giản như cty tôi nữ vẫn làm tốt . nhưng cty tôi không tuyển nữ
5819,bạn này phẫu thuật khuôn mặt i chan nyc mình luôn
5820,cao thanh tú hình hài con gái đẹp quá trời lun
5821,mong là các bạn được hạnh phúc dù ở bất kỳ giới tính nào
5822,"trọng nam khinh nữ cũng 1 phần thôi , giờ như quê em kinh tế nhà ai cũng có , lên hầu như nhiều nhà có 2 con trai vẫn đẻ thêm mong con gái ."
5823,ụmó coi tới khúc con gấu vô thức nhìn ra con gấu phòng tui y chang : )
5824,straight bị tật nguyền bẩm sinh ý ạ
5825,"@  bị loạn nét爛 "" mày là con gái hay con trai vậy "" 嵐"
5826,bisexual + đọc bình luận + mẹ kì thị =không dám come out ( ╥   ╥ )
5827,nói vậy ai chịu qen cug hay lắm … hay cho câu tương lai em muốn có vợ có con 藍
5828,thì người ta kh thích thì người ta vậy thôi chứ sao nữa= )
5829,"mỗi nc có 1 bộ luật khác nhau , ta nên lấy nó làm tham khảo mở rộng hiểu biết để sau này nhỡ có sang thì không bị vi phạm pháp luật"
5830,chỉ có nhân quyền
5831,"tuy mới fl được mấy ngày nhưng thật sự rất khâm phục anh , lập luận rõ ràng vào thẳng vấn đề . chúc anh sức khoẻ , vì một cộng đồng tốt đẹp hơn "
5832,tôi les nhưng mà không phải đứa cgai nào tôi cx thích
5833,đi cắt đi chị
5834,mấy clip mindset đỉnh vcl như này thì flop trong khi bọn xì trâu dắt mũi ucviet trash lại hot ? vietnamese ☕
5835,"mình làm quán cf mình gặp nhiều anh chị trong lgbt lắm mà nch cực kì thân thiện và vui tính nhé , có người 20 30 thậm chí là có 2 cô cũng phải u40 50 lun"
5836,có lỗi gì mà xin ?
5837,"anh mạnh mẽ lắm , anh đã cố gắng rất nhiều rồi . chúc anh có nhiều sức khoẻ 殺"
5838,me to 
5839,trời ơi . hôm bữa đi chapter plus được bắt tay anh huy nè . ở ngoài anh quá trời dễ thương . chúc gia đình anh mãi hạnh phúc 殺
5840,có thuốc trở thành gái anime không : )
5841,. thanh 208 anh phi kìa
5842,. trf niệm 梁
5843,em nên nhớ lớn lênđừng làm những điều này . 
5844,nếu là mình thì mình cũng không muốn sanh con gái . gì mình không muốn sau này khổ cực giống mình
5845,cái này khịa bọn muốn dùng thuốc chữa bệnh lgbt mặc dù đấy không phải bệnh
5846,"ủa show vậy vui ha . thấy cười quá trời . cái gì mà học ăn , học nói , học gói , học mở . thì vứt hết rồi ' ,"
5847,phải có thử thách mới có hạnh phú nhé
5848,": ) đồng tính chứ không phải bị đồng tính nha , vốn không phải là bệnh rồi ' ,"
5849,được luôn anh
5850,không bíc là có nên gửi ba mẹ xem không á 梁 vì em chưa đủ can đảm á anh : (
5851,đúng rồi 
5852,người phụ nữ khi xem video này mà không cay cú sứng đáng có được tôi 
5853,"nếu kh chê thì tường có thể nắm tay em ' ,"
5854,come out là gì vậy ạ
5855,cái clip này cần được viral hơn
5856,đã đàn ông là không được yếu đuối 
5857,thằng kia chắc bóng mới nói chuyện nhẹ nhàng vậy
5858,": ) làm phim kì nha . đồng tính là bệnh nghe phản cảm vl , nhảm nc ' ,"
5859,em thích dị đó .
5860,"nhìn giống ô chồng xoài non thế ' ,"
5861,"bạn ấy là một người mạnh mẽ và tuyệt vời , cố lên bạn nhé"
5862,đúng là trẻ con
5863,"sao mình thấy có nhiều bình luận toxic thế nhở . đàn ông khóc không phải là người ta yếu đuối , mà là họ đã mạnh mẽ quá lâu . họ có quyền được khóc , được nói lên"
5864,gái đẹp lại quen nhau nữa rồi 
5865,tháng tự hào của bọn gay lại là tháng thất vọng của bố mẹ
5866,nghe em nói mà chị muốn khóc
5867,"rùi ah nói đúng , rùi không bình đẳng , nam không có việc , rùi mất bình đẳng , nam nữ bị ế như nhau , người có việc người không có sẽ không chịu yêu nhau lập gia đìn ."
5868,ông này là người tây chồng của c này
5869,bạn nào đó hỏi lại mình vậy mày đẻ bằng gì
5870,phụ nữ hiếm muộn ở nhà không đi làm cũng áp lực và chịu nhiều điều tiếng không kém.đàn ông hay phụ nữ đều có áp lực riêng thôi .
5871,殺man hinh đep sony nhưng âm thanh cua china
5872,hồi giáo họ không được phép ủng hộ lgbt ( vì theo đạo ) nhưng họ luôn tôn trọng lgbt
5873,đáng sợ dị 
5874,tôi đồng ý và ủng hộ bằng tất cả tấm lòng
5875,muốn nói cho người nhà nhưng .
5876,thực sự thì không có thằng em họ nào ở đây cả 類
5877,chúc mừng 2 em
5878,mình đã khóc khi xem video này 梁
5879,nữ tính hơn và sẽ đẹp hơn nhưng phải tầm 1 năm mới tự nhiên
5880,putin dau roi anh
5881,người ta thik hay không thì kệ
5882,con gái rất tuyệt
5883,ừ tao kì thị đấy rồi sao làm lz gì tao báo chính quyền à : )
5884,"anh áo đen diễn xuất sắc ' ,"
5885,✨ . quyên bame tôi kì thị mà tôi là lgbt 
5886,hi đáng yêu ghê
5887,đàn ông không có cơ bắp thì chẳng ai thèm
5888,anh nói đúng lắm anh ơi
5889,bảo vệ trẻ em 
5890,"diệp bảo bê đê thỳ xao vẫng là con ngừi ' ,"
5891,bạn có dám chắc khi gia đình xảy ra chuyện phụ nữ trong nhà có đủ bình tĩnh và can đảm hay không ? những lúc như thế ư người đàn ông yếu đuối sẽ làm được
5892,"trường hợp khẩn cấp ở đây là gì nhỉ ? hoả hoạn , chìm tàu , như vụ titanic thì cho hỏi một số người đàn ông bị bỏ lại vì sự ưu tiên cho phụ nữ , trẻ"
5893,các anh cứ thử đẻ xem bạn nam said : cho anh làm chưa mà đòi đẻ ?
5894,em đã nghĩ video nó rất là dài cơ 
5895,tôi vẫn hiểu họ
5896,mình nhìn thấy con người chị ấy đầy năng lượng tích cực
5897,không biết trl sao luôn á má
5898,giọng anh đi thuyết minh hay nè
5899,mẹ mà biết tôi thik con gái chắc mẹ sad lắm梁 hi vọng bm sẽ hiểu chỉ cần vậy là mãn nguyện rồi
5900,"ghét cậu be vì cái nết mà nói vậy vô duyên vcl ' ,"
5901,tưởng cao thanh tua trong bad luck
5902,"miễn là "" con người "" thì bisexual đều thích "
5903,đa số là các nước tây á
5904,sao mà nhớ nhưng lúc cô dạy thể dục cho lớp mà đeo kính nhìn ngầu ngầu 梁 giờ cũng gần 4 năm ời 梁
5905,"đúng rồi đấy ' ,"
5906,dọng dễ thương quá 2
5907,cố lên nè 殺
5908,đẹp
5909,bi : ông nội tui cũng hông dám đụng dô ông này .
5910,mình khó chịu mấy bạn mà lgbt cái cái gì cũng đòi ưu tiên mình xin lỗi nhưng nếu đã không kì thị tức là các bạn là cũng là giới tính bình thường
5911,"thầy cố vấn hồi lớp đh của tôi , ổng người bắc , ổng gay nhưng ổng vẫn cưới vợ sinh hai đứa con gái , nhưng lên trường vẫn cặp với nam sinh"
5912,"mình thích con gái nhưng muốn sinh con trai vì cho dù chồng thương bao nhiêu , nhà chồng quý thế nào thì vẫn khổ ."
5913,"đa số là người hồi giáo , phụ nữ còn chưa được tôn trọng thì nói gì đến lgbt chứ ."
5914,trong giới lgbt thì không đẹp sẽ không có được tình yêu梁
5915,vì sao phải xin lỗi dượng hai ?
5916,tại sao lại kì thị họ trong khi không ai muốn bị kì thị
5917,"mức gì đâu chấp nhận , cũng không phải ăn không ngồi rồi , của chồng công vợ … cái gì cũng muốn thì thôi phận ai nấy ở cho lành"
5918,không có bame thì nói cho anh hai được không ạ ?
5919,chắc là vậy rồi
5920,"tuy tôi không trong giới , nhưng may thay tôi có được ba mẹ thấu hiểu được vấn đề 殺"
5921,"thứ điên khùng gì không ' ,"
5922,ông tuân đẹp ghê
5923,cảm giác bị kì thị nhiều như mình nó rất đau
5924,ngày ấy tui hay đi xin vía lắm nè . mà giờ không cần xin nữa .  vì họ có người khác rồi 
5925,đúng vậy 梁
5926,ủa rồi bạn ấy nam hay nữ
5927,rồi ai là mẹ của 2 đứa bé .
5928,"ủa bả là con trai hả梁 xinh đến mức mà tui không nghĩ bả là con trai luôn ấy tr , lúc xem vd come out của bả mà tui không hiểu gì luôn ấy"
5929,"người ta làm quái gì cũng có ny : ) trong tôi ế lòi à mà thôi ' ,"
5930,tiếc thật
5931,﫵
5932,mình đang có một con gấu bông như thế
5933,đừng lô lăng là được con giới tính nào cũng ok
5934,tôi 30 tuổi y còn lười . ở đấy mà con với cái
5935,"còn nhớ thời mèo méo meo mèo meo , giờ thành mỹ nhân rồi "
5936,"bùi thành đ*t mẹ có ny rồi tôi thì chưa . giúp tôi như này ' ,"
5937,triệu hồi hat snow
5938,mình làm bạn được không bạn
5939,"đúng rồi chứ gì nữa ! lgbt kiểu gì không ai cấm , nhưng đừng có ép người khác phải chấp nhận suy nghĩ + tư tưởng + xu hướng của lgbt . đi hơi bị xa rồi ."
5940,hôm nay hơi đạo lý tại ngẫm ra thấy đúng ghê 
5941,hụheo : (
5942,với sự điềm tĩnh này . chắc hẳn bạn đã trải qua nhiều sóng gió 殺
5943,mình cũng mới come out với mẹ mình luôn á
5944,khi đàn bà fake va chạm với đàn bà real 藍
5945,thời đại nào rồi mà còn kỳ thị lgbt trời quay lại thời cổ đại sống đi anh trai ơi 
5946,kiếm tiền cũng bị nói
5947,hay anh ơi
5948,kỉ niệm cách mạng còn tính bằng ngày mà bọn go lảy này được vinh danh theo tháng luôn ngầu vc
5949,quá tuyệt
5950,= )
5951,nhìn mày gay vc
5952,"bố loại mẹ con nhà bà kia ' ,"
5953,"chị 2 với anh 3 em nói dùm em luôn , cha với mẹ nghe xong hk có đánh mắng em hay gì hết 蘭"
5954,"quơ chời đink vl ' ,"
5955,tự nhột chứ ổng cũng chưa nói tên của hương giang ra mà 
5956,đơn giản là cái tiền chúng tôi makeup đi ăn với anh nó cũng tốn kém không ít số đồ chúng tôi ăn 
5957,truy nã đối tượng ( vy ) and huy | có hành vi coment dạo rất nhiều video nếu ai bắt gặp hãy thông báo cho sở cảnh sát gần nhất
5958,chữ thương nặng qua
5959,"không phải mình kì thị nhưng nhìu bạn làm lố lăng minh toàn lướt , như bạn dễ thuobg nè"
5960,phụ nữ mà làm công an thì không hợp
5961,thương bố mỡ ❤️
5962,"sao không quây bà kia cận cảnh xíu ha , không thấy rõ á"
5963,sen ra sen lài ra lài không thể lẫn tạp
5964,". tharo   nực cười : ) "" ũa mày có thể thích nam sao không iu nam lại yêu nữ : ) ? """
5965,tôi từng suy nghĩ lệch lạc và trở thành lgbt vì nghĩ rằng nó bth cho đến khi nghĩ về cha mẹ nghĩ về sự kì vọng của mẹ cho bản thân như thế nào và tìm lại chính mình
5966,tôi gái mà tôi lo cho bố mẹ từ anh-vậy đây . tôi lấy chồng vẫn thờ cúng biết vì ở riêng . qt là đứa nào nó có hiếu chứ không phải con nào
5967,clip review có tâm nhất mà em từng xem = )
5968,thư vợ ơi coi
5969,không kì thị nhưng hok tôn sùng
5970,vậy có chắc con nhỏ đó đẻ được không ?
5971,có người sếp lý tưởng nhỉ
5972,cái mũi ý
5973,"tụi đồng tính luyến ái nó là bệnh , và loại bệnh tâm lý này nó có thể lây nhiễm"
5974,đúng mà
5975,thà độc thân chứ lấy vợ lm tấm bình phong khổ họ lắm
5976,anh rất thân thiện đã gặp và chụp ảnh với anh ấy 1 lần khi anh quay tik tok ở ninh bình .
5977,"uoc gì đ có ai bảo tôi ảo tưởng khi tôi khó chịu về việc bị đụng chạm da thịt ' ,"
5978,"các anh cứ : “ bạn bè thôi , không làm gì , không sao đâu . ” : ) đó đó . nói được không làm được : )"
5979,. va chúng ta không có bệnh
5980,"thoại nói mới quay xong tập 1 thoại còn đính chính trên live là chx quay thì sao có kq nx ' ,"
5981,hương giang lệ quyên cộng lại ra bả 
5982,lgbt tôi thấy bình thường mà 類
5983,"10 tỉ % là má nọi này thù géc đàn ong luôn ' ,"
5984,tui lm chậm nhưng ngoan mà nó bảo làm chậm nó đuổi
5985,"song song với đồng giới là có trai xinh và nữ tu sĩ . đó là nghiên cứu về xã hội loài chuột trên môi trường đầy đủ điều kiện thuận lợi ' ,"
5986,xl nhé ❤
5987,"tips comeout : đủ 18t , kinh tế vững vàng và có chỗ an toàn để ở thì mới come out nha các bạn.nghe khá buồn vì mình phải bv bản thân khỏi gia đình "
5988,vợ xinh thật
5989,đúng zj phân biệt tôi bạn mà không trân trọng nhau cug zj
5990,chúc anh có một buổi tối tốt lành 殺
5991,梁 cố lên cô ơi 梁
5992,thế này còn chê
5993,phụ nữ mà lái xe thì nguy hiểm lắm
5994,cô tui cx là giáo viên thuộc lgbt .
5995,em đồng ý
5996,ơ mình chuyển trg đi梁
5997,chị ấy chỉ muốn làm rõ các áp đặt về giới mà mấy ông nhảy đổng lên như kiểu sợ mình như vậy sẽ yếu kém hay gì ấy ?
5998,cái lý thuyết này mà là độc hại á = ) 
5999,uoc được di
6000,Việt Nam cũng vậy mà
6001,rồi chừng nào pansexual lên sóng ? cho thiên hạ hoang mang luôn
6002,"đợt mình mới cấn bầu , có bác bế cháu gái sang chơi . mình bảo cho cô bế để cô xin vía , bác ấy nói "" con gái mày xin làm gì "" "
6003,"có mình nè . bà nội không thích cháu nội gái , nói trước mặt mình luôn , nghe có ức không"
6004,"nguyễn trung plot twist đỉnh quá : ) ' ,"
6005,anh yêu em殺
6006,ủa rồi cuối cùng là cô hay chú vậy ta
6007,mong có mụn con gái còn chẳng được đây nè
6008,"tôi suýt khóc : ) ' ,"
6009,"tôi thấy trọng nam khinh nữ hồi xưa mới rõ chứ giờ ít lắm mà , đối với tôi thì con gái không được quyết định cuộc sống , không được đi học , không được nêu ý kiến , không được lựa chọn mọi thứ , không được người thân chăm sóc , … . ( so với con trai trong gia đình ) thì mới là trọng nam khinh nữ chứ ' ,"
6010,tao cx có con mèo đó nằm kế bên 
6011,"hm ! em nghĩ họ để ý quá lớn về những vấn đề sinh sản con cái , có những điều xưa mà họ nghĩ nam nữ mới có thể sinh con phát triển giống nòi còn nam"
6012,fact : mộtôi số bạn nam bảo là quy chụp trong khi đây là mẫu người alpha male chứ không đánh đồngười tấtôi công an̉ bạn nam
6013,chuẩn luôn
6014,đồng tính thì chỉ làm phức tạp cuộc sống
6015,"2 thằng như nhau , éo ra thể thống gì . ' ,"
6016,nhưng mà là mong đợi của bé 殺
6017,địa hóng thế giới này tranh luận 嵐
6018,lớp tui có tổ chức ngày 19/1 mà
6019,khúc đầu nghe nhingu 
6020,nghe mà cười mệt không
6021,triết v3
6022,còn cái này nữa bữa me lướt 1 vid kia nội dung kiểu 1 đứa con gái chơi chung với 1 đám con trai thì mấy bạn gái vào bình luận là muốn có hội bạn thân vậy
6023,ai make up cho củ tỏi vậy
6024,mình chặn nhà giả kim lâu rồi á 
6025,em cũng gv thuộc lgbt luôn chị
6026,không
6027,các bạn nam phải giàu mới có cửa yêu mấy bạn nữ còn nữ thì sao cũng được giàu nghèo kệ tụi nó廊樂廊樂廊
6028,ⓖⓞⓓⓔⓢ♕⁀ᶦᵈᵒᶫ anh cũng muốn qua
6029,công an đọc bình luận
6030,sau này tôi sẽ dạy con tôi yêu thương phụ nữ . chứ đọc bình luận tôi chán quá
6031,"cặp nay vui quá ' ,"
6032,haiz nhà tôi muốn đẻ con gái còn chưa đx đây
6033,khó
6034,tao tự tin mình thành công hơn tất cả thằn alpha trong này
6035,càng ngày cành nh người come out . lúc trc chuyển giới bị nói rất nh bây giờ người ta đã chấp nhận thi lại nh người lộ luôn
6036,tém lại xíu má ơi
6037,cái đó là lúc đang xưng hay gì mà từ từ mới phục hồi
6038,đẹp ma hay nhỉ .
6039,phúc giấu kĩ quá
6040,mẹ tôi toi nói hãy tôn trọng họ : 3
6041,muốn được thầy đó dạy quá 
6042,khá là nhiều an pha meo trong này nè chị : )
6043,chú chú hâhaha
6044,trời ơi 4.0 rồi mà
6045,: ) cho tôi biết mặt ông thầy đó đi
6046,ủa rồi sao xinh con được vậy
6047,dạo này nhìu anh cj mún tạo drama để nổi quá  facewithrolingeyes 
6048,"2 đứa em cũng bên nhau gần 1 năm , mà nghèo quá , chưa dám comeout , anh có thể chỉ tụi em hướng làm giàu được không ạ , buôn bán quán ăn hoài chán quá anh ơi "
6049,tr ơi xinh xỉu
6050,em bị thầy cn đì vì là lgbt hiện tại em cx cảm thấy áp lực mà em cx không nói với ai
6051,sợ mẹ cấm luôn á nên em không dám comuot梁
6052,"may quá , mình là cros "
6053,. n.liên > : 3 thấy chưa
6054,trẻ con nhưng là những tương lai đất nc
6055,"trc kia chị mình có quen 1 chị ở lớp , khi bị bm phát hiện á , thì bm đánh giá , la mắng và đánh chị mình , sau đó bắt chị mình ct . và chị mình khóc ."
6056,quế vân - nam em
6057,trường hợp này hôm trc có cặp vậy mà
6058,2 người đừng rời xa nhau nha 
6059,"tôi cho mẹ nghe và mẹ tôi bảo "" mẹ đánh con chết luôn đấy "" : <"
6060,ngay từ đầu thế giới đã không công bằng rồi nói chi chuyện này
6061,anh mc dtrai qá
6062,bị chơi bùa ngãi rồi chứ hồi đó đâu vậy
6063,load đi gái = )
6064,tao là con trai nhưng mà tao thấy bth chả có gì kì thị cả . miễn sao không làm sai hay phạm tội là được 路‍♂️
6065,"tôi không giải thích vì đéo ai tin tôi là bisexual đm = ) ' ,"
6066,thấy giống thanh duy quá à
6067,13t
6068,chương trình come out tập 29 chiếu trên mcv media
6069,mấy người ghét lgbt ️‍ xin đừng nói cái câu nói đó cuộc sống bây giờ ai làm gì làm mình lớn hết cái gì cũng hiểu biết rồi làm ơn người ta như nào
6070,lgbt mãi đỉnh 
6071,"quan điểm này coi thường , phủ nhận vai trò của đàn ông ở chỗ nào mà kêu là độc hại ? mỗi người nam hay nữ đều là cá thể độc lập có phải cây tầm gửi đâu"
6072,xinh như gái mà giọng cug gái luôn 
6073,"có cờ hó mới tin bọn này . anh em nó với nhau hết ' ,"
6074,nhà giả kim nhưng chx thấy tạo ra cái gì
6075,thanh sa vô trường báo vợ oi
6076,"comeuot thế không giải quyết vấn đề gì lắm bạn vẫn phải chọn 1 người là trai hoặc gái , nhưng chắn chắn sẽ bị chọn khác giới tính"
6077,"tr tr , tới thời điểm hiện tại coi cái clip này tôi mới tin 2má này quen nhau ă"
6078,"tôi nghĩ đàn ông là trụ cột gia đình phải nuôi được vợ con và cả gia đình . còn phụ nữ vẫn là để yêu thương , yêu chiều . nhưng vẫn phải biết lễ nghĩa ứng sử"
6079,tiếc quá
6080,một số bạn toxic ghê : ) bạn thử ví dụ sau này bạn có con có cháu gái ăn xong bảo nó rửa bát rồi nó bảo mẹ / bà đủ hai tay mà ? rồi bạn thấy sa
6081,xã hội bay giờ sao nhiều thế nhỉ . 
6082, nghe hết đi
6083,nữ với nữ ạ
6084,chỉ vì con còn nhỏ thoi mới phải chấp nhận . chứ con lớn đủ trưởng thành rồi thì chồng là gì ở đây
6085,"cảm ơn bạn đã giúp tôi nhận ra , mẹ thương tôi cỡ nào梁"
6086,"khoải cần , tôi là lgbt ️‍"
6087,"nên yêu là phải test thật kỹ trước nha mấy chị . thời đại này không tin được bố con thằng nào đâu ' ,"
6088,lớp 6la tụi nó chơi pach pach rồi lớp 7la gia rồi
6089,"mình thấy mng bình luận nói tụi mình ct rùi nhưng mà chưa nha , mình đang chữa bệnh nên không ra clip thui à chứ tụi mình vẫn bth á = )"
6090,ba mẹ em không kì thị nhưng cũng không muốn em bị như vậy
6091,tôi luôn ủng hộ bạn và còn rất nhiều người yêu mến bạn
6092,ước gì mình trở thành 1 người vô cảm
6093,luôn giữ bình tĩnh
6094,thế anh thử đẻ đi ? 
6095,hai bạn này đẹp đều . sinh con đẹp nè
6096,mà lgbt là gì vậy
6097,đừng buông tay nhau ra nha 
6098,"em bị pê đê hả ? xoá bài ngay cho chị , trên đời này chị ghét nhất ai pê đê mà còn chơi facebok ."
6099,1 khi mình đã làm ra đồng tiền mình cũng không cần chồng nữa
6100,bắc bao dung thật sự ❤️
6101,"trọng nam khinh nữ là nói về cân nặng thôi ' ,"
6102,trả lại thanh duy bình thường được hem 
6103,bởi vậy mới phải đeo mặt nạ đó đâu dám ló mặt ra : ) sợ bị chửi bị đánh
6104,"tht ra ben anti cậu mợ be bên tôi mới vậy thằng , chứ trong gr cũng văn minh lắm ' ,"
6105,đây khong phải 1 căn bệnh.鹿
6106,tôi thấy lgbt bth
6107,cô làm về kiểu người thik cả nam và nữ đi cô
6108,giống thị bình
6109,"mình là hs cấp2 và cũng biết giới tính thật của mình từ cấp1 , mình cũng đã come out và mẹ mình không chấp nhận được mình cũng biết là bố mẹ cũng không thể chấp nhận được bản thân mình khác các bạn nh mình buồn lắm"
6110,tưởng trong phim : )
6111,cháu mới nói nèk : )
6112,殺 cao thanh tú xinh gái mà 
6113,em cũng muốn
6114,"nhìn thấy mấy bài này không muốn vô xem coment . rửa tay gác kiếm rồi không muốn gõ phím dong dài nữa đâu ' ,"
6115,tui trả cần biết ai vui hay buồn tui công khai luôn
6116,bảo sao . trai đẹp ở đây hết rồi
6117,"ít có nulo ' ,"
6118,"dùng từ độc hại cho đúng , độc hại là gây tổn thất tinh thần , sk , tiền của người khác thì okie , còn điều này liên quan đến hp của riêng họ thì không đúng nhe"
6119,sợ thật
6120,có giam không
6121,bai liền 
6122,"bây giờ là thời đại 5.0 rồi , ai yêu ai thật lòng thì hãy chấp nhận và ủng hộ điều đó ."
6123,phần tiếp ad ơi
6124,ở phương tây tỷ lệ ly hôn tới 50% . Việt Nam mày đang bị tây hoá nên mới vậy
6125,phim này là phim gì vậy
6126,sinh nhật của tôi là ngày 29/8
6127,"sau này ta sẽ nói con mình là con gái con phải giàu , phải xinh và giỏi , yêu bản thân mà không cần mấy thằng con trai ngoài kia . "
6128,"ủng hộ quan điểm , nam ra nam nữ ra nữ , con người chứ đéo p thực vật mà có 3 loại"
6129,cái lúc nghe đi đẻ một mình mà nhói lòng 
6130,"tôi không ưa pt nhưng tôi ghét đỉnh ngọc li hơn ' ,"
6131,vậy mà hồi đó học ở trường không kiếm được ny hic
6132,ê khứa kia đâu= )
6133,câu nói thẳng thắn nhất 
6134,cho hỏi sao lại kỳ thị lgbt ?
6135,hống clip 2
6136,mình thực sự khâm phục chị / anh ấy ( do mình không phân biệt được giới tính梁 ) chúc chị / anh sẽ luôn được nhiều điều hạnh phúc
6137,les thì không biết cách làm mẹ
6138,dễ thương qué
6139,em có thể làm mọi thứ . nhưng nếu có 1 người tài giỏi như anh bên cạnh thì sẽ tốt hơn
6140,trần đức bo bảo 30 tuổi lấy vợ mà
6141,"anh thám tử ngầu ghê nhưng mình ghét thằng mặt lợn áo trắng ' ,"
6142,em come out . dễ lắm . tối tầm khoảng 6h 7h . em mới nói với mẹ . mẹ ơi con lấy chồng nha mẹ . mẹ quây sáng nói ừm . rồi mẹ hỏi lấy về lm ăn gì .
6143,"- quyển bình đẳng xưa : muốn được học , muốn được đi lm như bao người , muốn được tự do , . - còn bây giờ : 嵐"
6144,tôi màh đẻ ra thằng con gay tao nhét cả mẹ lẫn con vào cô nhi viện tôi đi kiếm vợ khác : )
6145,thương 
6146,"mẹ mình cũng muốn đưa mình đi tiêm thêm hocmon để cân bằng giới tính đúng . mẹ cũng nói sẽ đưa mình đi chữa "" bệnh "" nếu mình yêu người cùng giới ."
6147,thuyết âm mưu : có khi nào bọn lgtv đang cố biến con em chúng ta thành bạn chích tương lai của chúng nó vì chúng nó không thể sinh sản không
6148,xinh hơn mà tr
6149,come out đi em 
6150,trường không phù hợp cho lắm
6151,"mấy bạn mạnh mẽ lên : ) lúc trc học năm lớp 9 đang học cái ông thầy nói về chuyện giới tính nên tui biết đứng dậy nói "" thầy thầy im được rồi "" ok : )"
6152,ai đó chúc sn tui đi 20/1
6153,"tôi hp khi có 2 đứa con gái ! đó là tài sản của riêng tôi , tôi sẽ hi sinh tất cả vì 2 đứa"
6154,"bh thì tôi đã biết vì sao Trung Quốc cấm ido để tóc tai hay ăn mặc quá nữa tính rồi ' ,"
6155,bạn làm tui xúc động quá
6156,đọc bình luận tui lạc vào thế kỉ 19 lúc nào không hay 
6157,tui công chính hiệu đó
6158,cô này tư duy hơi xịn
6159,là lúc mới sanh tứ là ctrai hả
6160,nếu ba em mà nghe những câu như chú nói thì ba chỉ xem đó chỉ là 1 câu đùa không đáng quan tâm .
6161,"tội a bắc , cảm xúc lúc biết sự thật và biết chị đó có ảnh chắc buồn lắm . anh ấy thật bao dung khi quyết định hợp 2 người lại và cho đứa nhỏ sự hp"
6162,bó tay
6163,cạn ngôn 
6164,. ai cx có quyền thể hiện cảm xúc chứ mng tại sao lại phải mặc định là đàn ông là không được khóc vậy ạ việc thể hiện cảm xúc đâu ảnh hưởng gì đến việc
6165,thằng này chắc không thẳng mới thích làm đẹp
6166,ông thầy đó tới công chiện với tao
6167,huy nè hỉu ch
6168,y vậy
6169,thương quá dù gì phải yêu thươnghoj hơn
6170,"nhật nó làm đúng , tôi ủng hộ việc làm đó của nhật"
6171,con les thì không biết cách làm mẹ
6172,quá chuẩn
6173,bạn có phải người đăng cái tus này không ? 殺
6174,bạn cảm thấy hp khi bạn nư kia đã để lại cho ban 1 thiên thần nên bạn cố chăm sóc máu mủ của mình nhé chúc 2 bạn hp
