,Text
4955,"ủa t thấy bth mà, khi come out thì đây là điều họ đã sẵn sàng đón nhận rồi. Mẹ có quyền buồn vì cách mẹ mong muốn khác với con hiện tại thôi 🤔🤔"
4956,miếng che này lộ nha. mua dụng cụ chuyên cho vận động viên trược băng nghệ thuật ak. loại cao su non. êm hơn
4957,@Nguyễn Nga xinh nhỉ -))
4958,"Tuan Anh Duong không phải rồi a ơi. Ông tối qua trắng tươi mà tóc ko có vuốt mái',"
4959,tui cx LGBT nek
4960,Số 1 phải là Nga chứ
4961,Tội nghiệp rồng con quá😞
4962,"Ủa ko có kĩ năng thật mà nói đúng còn cãi coi đg hay thấy bả lên nói cái cứng đơ luôn nó bị sao sao ă',"
4963,"Là 1 cô gái bình thường nhưng lại thương cho số phận của những ng thuộc thế giới thứ ba họ không làm gì sai cả và họ càng không thể lựa chọn cho mình 1 giới tính lúc sinh ra. Đối với họ thứ họ cần là sự thấu hiểu và đồng cảm từ người thân và sự thấu hi… Xem thêm',"
4964,@xavier’s câu đời
4965,"Ông t thấy trên tivi kiểu : tr ơi mấy chuyện này bình thường mà thời đại bh phát triển nó khác hết r',"
4966,"(1)nữ quyền sinh ra để phụ nữ có nhiều lựa chọn trong cuộc đời mình, nên họ theo chủ nghĩa độc thân cũng chả sai, chỉ những cô gái mồm kêu ko cần..."
4967,Bé minh ở ngoài nó thấy cưng lắm - men lắm :))
4968,"May mà thằng loser ko nằm trong 2 kiểu ctai trên nên cút cho rảnh nợ',"
4969,Ông này là người tây ck của c này
4970,muốn nói cho người nhà nhưng...
4971,nhói lòng ghê
4972,quá tuyệt vời
4973,Đẹp trai lắm luôn kiểu cute
4974,bth tui thấy 2 ngày dth lắm . Sao hnay thấy phát biểu khó hiểu thế nhỉ ??
4975,chỉ vì họ dễ đề cao bản thân mình quá ^^
4976,"tui come out rồi mà giờ muốn lấy vk lại không dám lấy,sợ hàng xóm với dòng họ chưỡi sấp mặt 😂😂"
4977,"đơn giản vì nó ko theo cái khuôn mẫu của họ nên họ coi đó là điều ko thể chấp nhận đc, đơn giản họ đc dạy lgbt là sai từ đầu nên h họ vậy á"
4978,bởi thôi xin lạy mấy anh Bi yêu gái thì yêu luôn đi khỏi mang tiếng quen trai r bỏ con ng ta
4979,quả trang điểm thật là chất
4980,ôi những người tối cổ ơi 😏 nếu ai còn suy nghĩ đấy thì là người tối cổ hết rồi 😌😌
4981,Bạn cho mình hỏi khi có một bạn nữ phá cách người tao nói tối như nhưnh khi một bạn nam phá phá cách người ta thường bảo chê
4982,"ủng hộ tháng tự hào nhưng cứ nhìn tư bản lợi dụng cộng đồng l.g/b t để queer baiting là thấy khó chịu',"
4983,"hủ ko bao h xa lánh, nhàm khi còn muốn trg lớp mình có 1 cặp đam cơ🥰"
4984,"@kongdz2202 anh thấy giống chị hà thảo linh
bao nhiêu %"
4985,sao bn ý ko hỏi thẳng người yêu của bn ý nhỉ🙂
4986,tâm lý bảo vệ người yếu ấy mà
4987,Đỉnh lắm bạn ơi! ?@Cơ hội làm thêm288
4988,tụi nó còn nói P.Tây chuyền hóa LGBT với Nữ quyền độc hại để VN không duy trì đc nòi giống.
4989,"Bảo sắp đi lấy chồng thì mới shock :)))',"
4990,mẹ tớ bảo dù có ntn đi nx cx k đc yêu cùng giới vì nó không có tương lai và còn bị kì thị nx
4991,cặp này ai stop ai sì bo v 🤡
4992,vì thế nên Bixesxual hay bị ghét 😌
4993,btsex không thuộc về những nơi này 😂😂
4994,@Hoàng Phúc giấu kĩ quá
4995,Ông không trả lời gia đình nhưng lên tivi nói hết rồi 😂
4996,hỏi cái mún xỉu ngang
4997,"Đừng block mình nhé',"
4998,tại sao lại đối sử với nhau như v
4999,Đéo bt là ai'
5000,Đã là đàn ông mà còn yếu đuối thì còn gì là đàn ông =)) k lẽ vấp té cái khóc? Bản chất của nam giới là mạnh mẽ mà
5001,cứ đòi bình đẳng làm j.mỗi giới sinh ra đều có ưu điểm riêng.thế là công bằng rồi 😌
5002,đtn là sao 😂😂 ủa mày là dt gì hả lâm kc
5003,"Đẻ đc con trai hay k hoàn toàn là dựa vào thằng đàn ông nhé cổ hủ vừa thôi tiên tiến lên khoa học lên',"
5004,có gì phí khi yêu đồng giời trời🙂
5005,Bắt đầu thấy VN chuẩn r đó:(('
5006,ko tui iu LGBT IOVE YOU LGBT 🥰🥰🏳️‍🌈🏳️‍🌈🏳️‍🌈
5007,"bạn ấy là một người mạnh mẽ và tuyệt vời, cố lên bạn nhé"
5008,sau khi có truong trình này làm như có xu lb càng nhiều đó quan điểm của mình thôi
5009,thật sự luôn
5010,T đọc cmt T tưởng T đã thời kì khủng Long Á :))
5011,bình đẳng thì đi lính đi
5012,xin vía hai anh ❤️
5013,má bingo =)) tui thấy tui còn gai mắt mấy bà như vậy
5014,Ủng hộ sống với giới tính. Như nếu thanh duy có làm hơ quá hông ta. Thích kiểu như đào bá Lộc á. Dễ thương
5015,tr ơi xinh xỉu😳😳😳😳
5016,Huongtran đâu rồi 🙄
5017,@baotran2556 thứ toii muốn ^^
5018,Thôi mấy bạn nam còn tranh cãi vđ này toàn mấy bạn suy nghĩ còn non trẻ. Tốt nhất nên kệ và chọn ng sẵn sàng chăm lo đc cho mình các bạn nữ ạ.
5019,cưng quá mà.bi đẹp quá cưng
5020,xã hội là vậy
5021,khỏi me là lgbt gòi :))))
5022,"@eunsoul.s đọc cmt đi, cũng khá thú dị đóa"
5023,Các nước chiến thần
5024,LGBT là j vậy
5025,bạn hoàng phúc này nhìn rất quen luôn ý.
5026,Tôi thích cách bạn giải thích rất rõ ràng.@Kiếm tiền một cách nhà88
5027,đây gọi là an ninh trật tự và kinh tế
5028,"Nhật nó làm đúng,tôi ủng hộ việc làm đó của nhật (ykr)"
5029,Đỉnh lắm bạn ơi! 👍@Người giỏi kiếm tiền nhà88
5030,t thấy đẹp mà
5031,"các ý kiến của bạn mình thấy ổn , nhưng ý đầu thì mình k đồng ý , mình k muốn phản biện đâu nhưng nếu gặp đau khổ thì mình chỉ biết cười"
5032,Thật ra không phải tự đeo gông vào cổ.Mà chính những định kiến xã hội đã tạo áp lực cho người đàn ông.Kể cả phụ nữ cũng góp phần không nhỏ.Những định
5033,đúng vậy :(
5034,tập mấy á
5035,"Khuyên ngta lấy chồng nghe thấy ngang ngược rồi. Đến nữ thẳng còn chưa muốn lấy.',"
5036,"ko dám về là do ám ảnh cái đau đó,tui nghe còn sợ mà"
5037,Mấy anh ctrai thích so đo vào đây mà nghe này =)))))
5038,"Đến bao giờ mọi người mới hiểu rằng đồng tính không phải là bệnh? Mình thì luôn nghĩ rằng nếu con mình sau này là LGBT thì mình sẽ quan tâm và ủng hộ con chứ không như thế này',"
5039,"Được cả nếp cả tẻ thì tốt,nhưng con cái là trời cho,miễn con mạnh khoẻ,nên người là được"
5040,Muốn dẹp ctrình phải kh
5041,@🌈bin hoàng✅ xin vía để mau cưới ạ 😚❤️
5042,@Thiênn Kimm nghe chx cái cúi
5043,đc cái ns chuẩn
5044,"ai dám phản bác câu nói trên vid thì ra đây với tôi, tôi đảm bảo chắc chắn ko bao giờ có đc cái bình đẳng giới hoàn toàn, công bằng sinh ra là"
5045,cố gắng bé nhé. chúc em mội đời an nhiên
5046,Chờ xem phía VTV giải quyết vấn đề này thề nào đây.
5047,Ko tin ông
5048,@xiry hnhu y bình với chị quỳnh my đúng hong =))
5049,Có người sếp lý tưởng nhỉ
5050,Vd như ck cờ bạc gái gú vũ phu (cưới về mới biết) thì giải quyết sửa chữa thoả đáng kiểu gì ạ? Ngày xưa thì pn còn bị áp đặt nhiều thứ nên mới cố chịu đựng mà ở vậy
5051,nhưng đẻ cho ai thì ch biết nghe a
5052,Mang bầu nuôi con nhỏ vẫn bị nói như thường 😂
5053,Thực sự thì không có thằng em họ nào ở đây cả 🧐🧐🧐
5054,Méo ai dám tranh đâu
5055,Cũng xem tivi suốt mà k biết người này luôn. Ai giống mình k?????
5056,thui cố gắng lên chẳng ai kỳ thị đâu 4.0 rồi ai rãnh mà kỳ thị việc đó. ai nói gi mặc kệ đi ko ai nuôi mình có nói mặc kệ đi .ok
5057,nói z ai chịu qen cug hay lắm…hay cho câu tương lai e muốn có vk có con 🤣
5058,chuẩnnnn
5059,có ai trong này kì thị họ ko nhỉ
5060,tui hok phải LGBT ... tui chỉ ủng hộ những cặp iu nhau thật lòng....ko làm quá...
5061,Ban xinh và đáng yêu quá
5062,từ ngày giả gái nghỉ xem.
5063,LGBT muôn năm
5064,Tôi tôn trọng họ nhưng ko có nghĩa là tôi ủng hộ hoặc thích họ
5065,Em sẵn tiền để kiện thầy đó =))))
5066,bà kia tôi gặp mấy lần rồi nhìn như búp bê. cái hình săm ở tay ko sai được
5067,ơ nhma sao biết tomboy thế ạ
5068,mình con gái thấy đúng mà ta 😅😅
5069,ủa mắc gì xin lỗi? ổng ko xin lỗi nó thôi
5070,hết cứu🥰🥰🥰
5071,"mjk thụ, bị một bạn thụ 2k6 lăng mạ, bị một anh 2k1 gạ cho xem, bị một chú 8x gạ, và trc đó cũng rất nhiều. Giới mjk ngoài vc họ kì thị ra, ..."
5072,"cảm nắng bạn nam mà muốn lấy vợ sinh con, sợ quá"
5073,dth qa dẫy🥰
5074,Tuyệt vời lắm a
5075,@jnyyy.    xin lỗi khi phải nói là ko chấp nhận đc thì đừng đẻ.
5076,Rocker nguyễn sáng gê 🥰🥰 đt quá
5077,"lớp 1 nhận giấy khen được 10k
 con em tao thì được 100k trong khi nó là cháu vại tao là cgaus nội"
5078,xong rồi ta tán quân nhưng ta lại không lọt được vào mắt quân hahaha
5079,Sao kênh này cứ lấy vấn đề giới tính ra làm content thế😳
5080,"Sao mình thấy có nhiều cmt toxic thế nhở. Đàn ông khóc ko phải là ngta yếu đuối, mà là họ đã mạnh mẽ quá lâu. Họ có quyền được khóc, được nói lên"
5081,"Con bà nó đồng tính nghe lời bà cưới vợ để con vợ không có tình cảm, giờ mỗi thứ đo lên đầu vợ tiếng oan khi biết sự thật thì nhà bà có thấy nhục không',"
5082,"Mài không lị tao làm sao tao đẻ ra con gái,mà con gái không phải là con người à, thế mà cũng làm được video cho thiên hạ nó chửi',"
5083,@🤓 @Nobita =)🫨 @Hoài Nam @Quốc anh dành cho nhân lé
5084,"thầy đó tên gì ạ,em ghi tên ổng vô death note=))📓🖊"
5085,Chúc 2 b luôn hp 🥰
5086,"Đề nghị viết cho chính xác. t làm VTV đây. MC này có dẫn cho VTV cách đây vài năm và đã nghỉ, giờ làm tự do rất lâu rồi. Xin đừng lôi VTV vào đây."
5087,ê tui tính sau này đổi thành mẫn nhi luôn á =))
5088,Hello @minh phuong1997 MÌNH CHUYÊN BÁN NHẪN LÔNG VOI XỊN NHÉ
5089,whatttt cái gì vậy 🤨😂
5090,ai thích LGBT cho xin 1 tìm nào
5091,"2 báo là mẹ quần què nào',"
5092,nếu trên đời dễ dàng thì đou gọi là định kiến xã hội😔
5093,A này nhìn hiền chân thật mà nhiều ngươi trêu a chi để ông nản nưa hết dám ra clip luôn 😅😅
5094,Thích con nào hơn thì vẫn không ai iu ôk
5095,"cưới em nèeeee',"
5096,:D em phản đối việc kì thị LBGT
5097,@sinh tố bơ để đá riêng 🥑 đọc cmt tưởng lạc vào thời phong kiến khum á anh 🧐
5098,Mình có 2 cậu con trai sau này nếu con mình LGBT thì vẫn cho con chọn còn đường con đi 😊😊 miễn con làm ng tốt có ít cho xã hội😊
5099,Đến h vẫn ko bt là nam hay nữ
5100,mình thấy bình thường . ko có j ngại hết . 😁
5101,mấy anh ở đây duyên dáng quá
5102,cô có người yêu chưa
5103,gil là con gái mà
5104,ngộ không 6 thánh kiếm
5105,Tiền tiền tiền
5106,LGBT là gì vậy
5107,Các bạn nam phải giàu mới có cửa yêu mấy bạn nữ còn nữ thì sao cũng được giàu nghèo kệ tụi nó🤨🤨🤔🤨🤔🤨
5108,với sắc đẹp này k làm con gái uổn lắm ln. qá đẹp
5109,2 em bé thì ai đẻ nhỉ
5110,"đẻ bao nhiêu, trai gái không quan trọng. đẻ trăm đứa cũng đc miễn bạn đủ khả năng nuôi chăm lo đàn hoàng"
5111,@Bunny nhi mubu :)))
5112,LGBT là j vậy ạ
5113,"tôi cho mẹ nghe và mẹ tôi bảo ""mẹ đánh con chết luôn đấy"":<"
5114,mình chỉ tò mò là chuyện đó có làm bt k
5115,"Chị này là transgender nhaaa hong phải người đồng tính nè',"
5116,"Éo hiểu sao nói giống Bi Rain',"
5117,cây cà lem đâu
5118,ủa z Pansexual come out sao ạ
5119,Trời ơi phụ nữ bây giờ còn áp lực hơn nhiều
5120,cố lên đồng nghiệp ơi
5121,Em ko có ý gì nhưng em thấy đàn ông nên chia sẻ việc nhà với phụ nữ chứ ko phải cổ hủ nghĩ rằng việc nhà chỉ là của con gái 😅
5122,cố gắng lên nha em💪
5123,"Kính gửi trường Lê Hồng Phong nọ - một trường chuyên của TPHCM',"
5124,Đây mới là thực trạng đó
5125,"Ha DangHuong LyyTâm coi cười chảy nước mắt luôn mấy chị ơi',"
5126,ngt nói hai đứa con gái cưới nhau rồi không bt làm ăn gì:(
5127,"Longg Hoàng Lee tính vào chửi mà ở trên mn chửi hết phần rồi, còn không hiểu nữa thì trình m cũng chỉ đến thế thôi',"
5128,@shihasoo cẩn thận sau này
5129,khi mik trong đó🥰
5130,rùi làm gì đc ta🤔🤔🤔🤔🤔🤔
5131,@iuu 🧸 lắmm baxa
5132,anh mặc đồ hầu gái có ny chưa:3
5133,ck t kêu tùy e. ở nhà cũng dx. nhưng t thích đi làm. tiền kiếm ra lâu lâu cho cha mẹ ko phải nhìn sắc mặt ai. chỉ thông báo là e cho ngoại bn tn là dc
5134,"họ cũng giống chúng ta , họ cũng được có hạnh phúc của riêng mình"
5135,đọc cmt sảng ngang :)) @pông
5136,"Thế lỡ thích cả trai vs gái cùng lúc thì sao ạ, ghen cũng đâu có được nhỉ😅"
5137,sợ thật
5138,"Thắng Trần qđ coi ctr này =))))',"
5139,"Coi mà tuk',"
5140,Không thích trai đẹp chỉ thích đẹp trai 😂
5141,Tr ơi phải ch tui mới đọc k tr 🥺
5142,@pphgthaoo07 😅😅😅
5143,Mấy ah/cj LGBT dễ thương muốn chết😆
5144,chẳng ai muốn ở nhà nội trợ cả.ai cũng muốn ra ngoài hết
5145,kĩ năng tốt
5146,Ko nổi được nên chiêu trò chăng?😏
5147,"Chuẩn , mình k thích gọi Ck hay vk , chỉ thích chị em Bt . Yêu nhau hiểu nhau là đc 🥰"
5148,cái tên mẫn nhi đều có ẩn ý của nó ha :)
5149,"Lại content',"
5150,Nếu phát hiện bản thân lgbt thì “tuyệt đối” không được ích kỷ và hãy hoàn thành trách nhiệm sinh con đẻ cái đã rồi hẵng come out 👍
5151,"bà chị t trường này
bảo sao giờ vẫn chưa kiếm ny:))"
5152,là hận chứ không phải ko dám về
5153,ui không ngờ gặp anh Sóc ở đây
5154,"Bên Trung cấm đông tính mà thì phải? Có lẽ ko chỉ bên nam vô tâm ko quan tâm lấy ai làm vợ rồi để con người ta đau khổ ra thì 1 phần có thể do TQ cấm kết hôn đồng tính, người TQ thường muốn nối dõi tông đường'"
5155,xin vía gđ chấp nhận ạ em là cộng đồng LGBT😊😊
5156,"Cố lên đồng nghiệp yêu quý, mình cũng vậy 🥰 tất cả rồi sẽ thay đổi thôi, mình phải tích cực ❤️"
5157,Thích chị này giọng cị rất cuốn 😁
5158,Sinh con không bình thường nha bạn. Pháp luật cấm. Toàn làm lậu. Không hợp pháp. Xui sẽ bị bắt
5159,thôi đi cha muốn có con để già lo thôi 😏 mong mấy bạn nam hay nữ đừng dính vô nha🥰
5160,"Longg Hoàng Lee Clm, đọc đi, tui ráng đọc hết cmt của ông rồi đó, đọc đi, rồi làm người bình thường',"
5161,ê mà bả làm vid j cx gây tranh cãi vậy =)))
5162,Tui luôn yêu ba mẹ của mình! Mẹ và ba tui yêu 3 chị em tui bằng tất cả những gì ba mẹ có! 🥰
5163,"Còn nhớ thời mèo méo meo mèo meo, giờ thành Mỹ Nhân rồi 😁"
5164,Các phần của chị này hay quá
5165,thế giới chắc đc số ít người có suy nghĩ hay như này
5166,ủa hay sắp ra sản phẩm để lấn sân showbiz
5167,em cũng là người trong cộng đồng. hiện tại em cũng đang theo học sư phạm :((
5168,nguy
5169,biết là thế nhma bame iem gắt lắm nên rén
5170,chúc hai em hanh phuc..hai đứa đẹp quá...
5171,"tình yêu chân thật đến từ trái tim, chỉ cần rung động thì đó chính là tình yêu,mà đã tình yêu thì không phân biệt giới tính🥺"
5172,@mochi131024d chất
5173,"mình khó chịu mấy bạn mà LGBT cái cái gì cũng đòi ưu tiên
mình xin lỗi nhưng nếu đã không kì thị tức là các bạn là cũng là giới tính bình thường"
5174,cha em đó h kh thích con trai cho lắm lúc mà a2 sinh ra là cha rất ít qtam sợ nói z cha buồn -(
5175,"cố lên nhé mn ❤️không ai được chọn bản thân sinh ra như nào, nhưng bạn có quyền được lựa chọn con đường mình đi, cách đón nhận ❤️❤️mạnh mẽ lên nhé"
5176,kakakaka thấy bả kể cưng ghê 😳
5177,giựt tên của con luonn=))
5178,Ko chỉ giáo viên mới như vậy ạ😅
5179,@giakhahn phải có thử thách mới có hạnh phú nhé
5180,RÁC
5181,em đây hai😂
5182,"Rồi nam nhiều nữ ít, thì cty cũng chẳng có có người mà tuyển"
5183,rồi sẽ ổn... đừng buông tay nhau nhé 🥺
5184,k những tổn thương con gái ng ta mà còn tổn thương các anh khi bị trêu đùa🥺
5185,anh bo sao anh lại làm vậy 😓😓😓
5186,ước j cả thế giới cũg như này
5187,"Ở đây có bán đồ xinh ạaa',"
5188,Hết cứu
5189,thích làm content tranh cãi để bị chửi rồi lên đòi quyền bình đẳng à 😂
5190,Có thuốc trở thành gái anime ko :))
5191,@nana stories cuốn cuốn cuốn
5192,Nghe câu này… ai cũng từng nghe
5193,tính đâu chị nói thầy em không đó😅
5194,việc trọng đại còn làm giả dc thì liệu bán hàng có là hàng thật ko
5195,đưa t cái cưa và cái thùng xốp 🥰🥰😁😁
5196,xem VTV mấy năm nay giờ mới biết chị MC này
5197,"@nogcy  Trường tao cũng có một ông , tao xém cãi nhau với ổng ."
5198,hạnh phúc vãi nhà mình thích yêu chiều con gái kinh khủng 🥰🥰
5199,cmt ác í quá đấy…
5200,Tuổi trẻ chưa trải sự đời . Đợi cháu nó lớn tý nữa lấy thằng chồng kiểu bình đẳng rồi hiểu ngay thôi
5201,"Nguyễn Bích tiên nữ giáng trần :)))',"
5202,"Thấy 2 thằng này là lướt, ồn ào',"
5203,"20/10 phụ nữ vn
 19/11 quốc tế nam giới ☺️ko có mấy người bt tới ngày này 19/11"
5204,"Thứ điên khùng gì không',"
5205,sao coi cái video nầy muốn khóc 😢 tại vì mấy ôg nào coi cái video nầy sẽ biết nổi buồn của mik 😭😢
5206,uoc dc di😳
5207,chắc làm mc mãi mà k ai biết đấy ạ!!!sống sai quá a ôi
5208,chời lớp em bit ròi nma k ai ghét em luôn ná:)
5209,@more to come thấy chx
5210,Đừng buông tay nhau ra nha 😳
5211,"chỉ là lgbt thôi mà. sao mn lại nói như vậy, họ cũng là con người mà, họ cũng xứng đáng đc tôn trọng và đc đối sử công bằng!"
5212,Cái đó có phải do hóc môn ko? Vì nhiều bạn LGBT tôi gặp nhìn phát cx đoán ngờ ngợ là thuộc kiểu đó
5213,cty mk toàn con trai. năm nào cũng đánh nhau.
5214,Trời sinh 1 cặp
5215,@mãi mãi là bao lâu hả 💔🥀 bé xin lỗi 🥺
5216,"tao cx mún come out lắm , mà sợ thân làm con 1 😊❤️"
5217,"e cx có thắc mắc về vấn đề này từ lâu may có a giải thích, cảm ơn a nhiều ạ 🥰"
5218,mình thấy anh MC đó nói đúng
5219,mệt quá 😂
5220,@duychuyentoan1509 bt lmj chưa
5221,lớp tui có tổ chức ngày 19/11 mà
5222,đơn giản vì họ không thích=)?
5223,Có một ông chú ns với tôi rằng đẻ con trai đôi khi đối với đàn ôg k phải để nối dõi đâu cháu mà là để nhìn vào nó có động lực kiếm tiền hơn
5224,"hoài nhỏ ghi được chữ thì chả ai nói gì
 còn con em tao viết được chữ lại được khen"
5225,"thích nghe c kể chuyện quá. giọng hay, mà thấy rõ đc cái tâm của c"
5226,ủa r iu nhau thật sao😳
5227,Vì họ khác thời đại chúng ta nên quan điểm họ cũng khác
5228,chúc mừng hạnh phúc quá
5229,"Con không cần Come out vì con Aromantic, thời gian sẽ cho gia đình biết=)"
5230,Ai bắt phải làm vậy?Vậy nếu ctrai tụi này k làm.liệu cgai mấy ng có tin tưởng giao cả cuộc đời cho tụi này k.thông cảm và thấu hiểu vs cgai khó vậy ah
5231,Ra tính hiệu cầu cứu đi anh :)))
5232,tim lần 3456 :))))
5233,LGBT cố gắng lên I LOVE LGBT LGBT MUÔN NĂM
5234,quen bi sai lầm
5235,Cái ông kia mồm kêu sẵn sàng hy sinh cơ mà lại trốn nvqs. Nghe mâu thuẫn ghê.
5236,Cô này tư duy hơi xịn
5237,come out là gì z
5238,hãy dũng cảm tuyên bố cho mn😁
5239,con gấu mòe t cx có:)
5240,"còn mấy con báo này thì đúng là tiêu chuẩn kép',"
5241,2 cái điều đó nó đều /s/ ngoài :))))
5242,Gặp mình là cm vs mình liền 🥺🥺
5243,Phụ nữ giờ mạnh mẽ và kiếm đc tiền . Nên họ cần ng đàn ông yêu thương và biết tôn trọng vk. Chứ cứ gia trưởng nhưng các ông ngày xưa thì e cũng lạy
5244,"unti của các bạn nữ khi sắp thua:"" ừ em sai, anh đâu có hiểu cho em nào là phải tới tháng, phải đi đẻ, phải làm dâu,..."""
5245,nhạc hay quá tên gì thế ạ😊
5246,cưng thế
5247,"Kèo thơm thì bình đẳng giới, kèo thôi thì ""tôi là con gái mà"""
5248,Tưởng ông trong blacked 😂
5249,Đừng lô lăng là được con gt nào cũng ok
5250,Em út gái của em thích con gái.Nhưng nó vẫn thích làm đẹp.Mới 18t thôi.Nhờ chị tư vấn giúp
5251,"lgbt là
 1lL:lamborgini
 2G Gà rắn
 3B Buffon
 4T Thomas muiler"
5252,Xem chị này cuốn thật sự
5253,Cặp đôi nhà Múi xù
5254,Nhưng bạn biết đấy đàn ông thì phải mạnh mẽ không được yếu đuối để sau này họ còn phải ra xã hội sinh tồn để gánh vác trách nhiệm gia đình đó là
5255,hãy tự hào vì mình là LGBT
5256,trên thành phố có cái bảng quảng cáo to đùng in hình 2 vk ck anh luôn 😂😂😂
5257,"LGBT cũng là con người ,có quyền ăn ,ngủ và quyền mưu cầu hạnh phúc mà , họ chưa động vào các bạn thì các bạn hãy để cho họ yên đi 🥺"
5258,@yoon.ichi học hỏi thui😞
5259,Vì đó là quyền của cô ấy và cô ấy thích thế
5260,t đag xem cái gì vậy
5261,T đẻ con nào cx sợ.nhà ck T từ đường.con trai T ra đời là sự lo lắng trong T càng lớn.1mk T ko thể bảo vệ sự tự do cho con đc.khó lắm
5262,@phoi.quan nhìn cái đó muốn xĩu 🥺🥺
5263,Bao sao anh Long chun thích giả gái
5264,Song tính ;-🙉
5265,Thế còn việc các bà kêu: ”Thời đại này rồi ai còn 1 túp lều tranh 2 trái tim vàng nữa”?
5266,Con tui cũng đích tôn mà bà nội nó có dòm ngó tới nó mới lạ á.
5267,"quá nói đúng, Đa số Cty toàn lấy nữ cả"
5268,thời đại phát triển rồi các bạn hãy mạnh mẽ lên rồi sẽ được gd chấp nhận.cố gắng lên nhé
5269,con người sống càng lâu càng đẻ ra những thứ phức tạp😅
5270,không nên kì thị. nhưng các bạn có công nhận rằng từ khi chúng ta thừa nhận thì càng ngày càng nhiều ko?
5271,"mặc dù bố mẹ mình cũng ko có nói gì nhiều ,nma hay so sánh mình với con trai để mình sợ những công việc nặng đấy, nma mình vẫn là mình ☺️"
5272,"tr tr, tới thời điểm hiện tại coi cái clip này t mới tin 2má này quen nhau ă"
5273,t con trai thấy chuẩn luôn bạn ạ
5274,@Phạm Ngọc Phú 🍀 xinh nha
5275,"Con wanbo thay ghom. T tha tu xu chu ko choi no. Kanhy nhin chay nuoc mieng con wanbo nhin chay nuoc dai',"
5276,Đọc cmt mấy anh cổ hủ thật =))
5277,Này đúng nè
5278,"Và Nữ Quyền là quyền của phụ nữ nhé, không phải như nhiều người đang hiểu sai"
5279,thuyền lênh đênh mãi thì suy cho cùng vấn phải về bến đỗ
5280,LGBT là jz
5281,mình đang yêu một chị gái mà không dám thổ lộ với mẹ..
5282,"Sao ngày xưa lúc chọn trường k ai nói điều này cho tui biết 😭😭 biết vậy thi vào đây, ngày ngày đc ngắm hê hê đã cái nư 🥰🥰"
5283,"còn ở lớp thì trọng gái khinh trai , gái nói chuyện ko ghi trai cười cx ghi"
5284,Bạn quý rung thấy thương quá àh
5285,Haiz. Có người mong được có đứa con còn chẳng được.
5286,"bọn netizen chính xác là một lũ hùa phán xét chả qua cặp đôi đó không có ngoại hình mới bị trêu chọc như thế,ghét cậu be vì cái nết chớ không phải vì xhtd đcm gái thẳng còn đéo muốn lấy chồng chứ ở đó mà khuyên vô duyên vc tưởng hài',"
5287,tao ko tinh được luôn
5288,"Hay , chương trình rất nhiều sắc khái , thông cảm và chấp nhận phái tính , đối với người VN , thật khó chấp nhận nhưng hãy đứng trong vai trò của họ và hãy đồng cảm , vì bản chất của con người ai ai cũng điều ước ao một cuộc sống tốt đẹp đến cho mình ,… Xem thêm',"
5289,@thichbbillkinnhiulam SV Luật cx áp lực wa ạ🥲
5290,2 bạn đẹp trai quá 🥰
5291,lớp bt ko ai đồng cảm còn đi đồn hêtd cả trường 🙂
5292,"ng ta ko thix đàn ông là vấn đề cá nhân, sao gọi là độc hại 🙄, ng ta ko thix mà cứ típ cận chi rùi bảo ng ta độc hại 🤔"
5293,một đá là xong
5294,"Tôi hp khi có 2 đứa con gái ! Đó là tài sản của riêng tôi,tôi sẽ hi sinh tất cả vì 2 đứa"
5295,ko ai cấm kì thị cả ngta ko thích thì kì thị thôi
5296,@mrisz.fake nghe đi ah
5297,"Vẫn chơi với gay les các kiểu bt nhưng đhs thỉnh thoảng lại có mấy ông gay tán, bộ các bố ý nghĩ trai thẳng bẻ cong đc thật hả',"
5298,"Tôi từng gặp rất nhiều người bênh vực việc ngoại tình chỉ vì họ đồng tính. Kết hôn rồi thì ko còn là chuyện yêu hay ko mà còn là trách nhiệm, nam thì."
5299,t ko kì thị lgbt mà t còn thích nx :)))🤡
5300,"Con trai mà yếu đuối thì làm chỗ dựa, trụ cột cho ai?"
5301,Tôi cũng chưa bh nghĩ cao thanh tú là con trai
5302,"Bh thì t đã biết vì sao TQ cấm ido để tóc tai hay ăn mặc quá nữa tính rồi',"
5303,đẹp v tr
5304,trường t có anh cũng LGBT mà có ai kì thị đâu
5305,Kinh😌 từ khi nào 1 căn bệnh biến thái vậy trở thành 1 điều bình thường ?! Tương lai chắc chắn Xã Hội tất loạn😌
5306,🤔🤔 cậu này là cô nào?
5307,"Longg Hoàng Lee hiểu văn hoá và tôn vinh nó khác nhau k',"
5308,Đây đi làm nó khác hẳn chứ ở nhà nó coi như kiểu gì á
5309,ngoan trinh ngoan cô trinh thương ☹️
5310,Mới đầu tưởng chương trình mẹ chồng nàng dâu 😳
5311,Mẹ tôi ko kì thị
5312,ựa 😣
5313,mà noi thiet nha nhin 2 ban co net giong nhau .ng ta hay noi co tuong phu thê.chuc mung hp nha
5314,Ngắn gọn xúc tích
5315,nhật đi chậm thời đại
5316,"May mắn thay gia đình mình và công việc chấp nhận',"
5317,"lí do xong tính bị đẩy ra 1 bên, cứ như họ đang trêu đều tình cảm của người cùng giới zậy"
