index,text,label,platform,processed_text
7744,parky đạo_lý,1.0,TikTok,parky đạo_lý
7745,thằng cali caydodai rồi,1.0,TikTok,thằng cali caydodai rồi
7746,miền bắc khôn_ngoan tài_giỏi miền nam,0.0,TikTok,miền bắc khôn_ngoan tài_giỏi miền nam
7747,không người bắc bọn miền nam chó sai hầu_hạ mỹ pháp,1.0,TikTok,không người bắc bọn miền nam chó sai hầu_hạ mỹ pháp
7748,kêu parky gọi phân_biệt chủng_tộc nam kỳ trung kỳ ta tức_giận chi mệt,0.0,TikTok,kêu parky gọi phân_biệt chủng_tộc nam kỳ trung kỳ ta tức_giận chi mệt
7749,nam_mô di đà phật,0.0,TikTok,nam_mô di đà phật
7750,ối zời,0.0,TikTok,ối zời
7751,cap tôi,0.0,TikTok,cap tôi
7752,hồi xưa mấy bắc kì_thị anh_em_hoá phân_biệt vùng miền đồng_cảm,0.0,TikTok,hồi xưa mấy bắc kì_thị anh_em_hoá phân_biệt vùng miền đồng_cảm
7753,miền nam nhìu bắc không mấy chửi phân_biệt miền,0.0,TikTok,miền nam nhìu bắc không mấy chửi phân_biệt miền
7754,áo đẹp mua chỗ đấy,0.0,TikTok,áo đẹp mua chỗ đấy
7755,chào miền nam thân_yêu mãi yêu,0.0,TikTok,chào miền nam thân_yêu mãi yêu
7756,chào miền nam thân_yêu,0.0,TikTok,chào miền nam thân_yêu
7757,gì toàn parky cay,0.0,TikTok,gì toàn parky cay
7758,dân nam giải_phóng giải_phóng không dân bắc cx this that sống được,0.0,TikTok,dân nam giải_phóng giải_phóng không dân bắc cx this that sống được
7759,bawts kyf cay,1.0,TikTok,bawts kyf cay
7760,tiếng vụ phân_biệt dân_tộc kinh dân_tộc thiểu việt_nam đi,0.0,TikTok,tiếng vụ phân_biệt dân_tộc kinh dân_tộc thiểu việt_nam đi
7761,mãi video vấn_đề không vô_học đi lướt parky namky,0.0,TikTok,mãi video vấn_đề không vô_học đi lướt parky namky
7762,kỳ,1.0,TikTok,kỳ
7763,namky nhậu thâu đêm,0.0,TikTok,namky nhậu thâu đêm
7764,không nhiên li,0.0,TikTok,không nhiên li
7765,mấy đứa phân_biệt vùng miền bây_giờ khứ pháp đô_hộ đi,0.0,TikTok,mấy đứa phân_biệt vùng miền bây_giờ khứ pháp đô_hộ đi
7766,nemky ngu,1.0,TikTok,nemky ngu
7767,tao không ghét parky không chổ thịt cá không đi cá_rô,1.0,TikTok,tao không ghét parky không chổ thịt cá không đi cá_rô
7768,muôn,0.0,TikTok,muôn
7769,tôi giải_phóng nam ki tao cno,1.0,TikTok,tôi giải_phóng nam ki tao cno
7770,nội_dung video ok thằng chuẩn,0.0,TikTok,nội_dung video ok thằng chuẩn
7771,yêu tổ_quốc yêu đồng_bào,2.0,TikTok,yêu tổ_quốc yêu đồng_bào
7772,đứa súc phạm miền ta cải,0.0,TikTok,đứa súc phạm miền ta cải
7773,tram,0.0,TikTok,tram
7774,miền nam chào miền bắc,0.0,TikTok,miền nam chào miền bắc
7775,dạo mục_đích kích phân_biệt trẻ vẻ quên,0.0,TikTok,dạo mục_đích kích phân_biệt trẻ vẻ quên
7776,,0.0,TikTok,
7777,nhiên parky giải parky,0.0,TikTok,nhiên parky giải parky
7778,chửi tao narky phát tao kaka bọn cay,1.0,TikTok,chửi tao narky phát tao kaka bọn cay
7779,namrky,1.0,TikTok,namrky
7780,parky khát,1.0,TikTok,parky khát
7781,kid parky,0.0,TikTok,kid parky
7782,hồ,0.0,TikTok,hồ
7783,parky im me mom,1.0,TikTok,parky im me mom
7784,vụ triều_tiên hàn_quốc không chia rẻ gì,0.0,TikTok,vụ triều_tiên hàn_quốc không chia rẻ gì
7785,đôi vô_học không tư_tưởng học không hồ_thống đất như thế_này bọn ngược,0.0,TikTok,đôi vô_học không tư_tưởng học không hồ_thống đất như thế_này bọn ngược
7786,tiếng thiệt,0.0,TikTok,tiếng thiệt
7787,tây nội_địa pịa cali,1.0,TikTok,tây nội_địa pịa cali
7788,nam bắc phân_biệt miền,0.0,TikTok,nam bắc phân_biệt miền
7789,thằng pháp vãi,0.0,TikTok,thằng pháp vãi
7790,toàn bọn trẻ người ta ns rồi hùa,0.0,TikTok,toàn bọn trẻ người ta ns rồi hùa
7791,thông_cảm mấy parky đấy cận huyết,0.0,TikTok,thông_cảm mấy parky đấy cận huyết
7792,gái dịch_vụ toàn gái miền nam,1.0,TikTok,gái dịch_vụ toàn gái miền nam
7793,trungky hóng parky namky chửi,1.0,TikTok,trungky hóng parky namky chửi
7794,tôi việt_nam bể rác vậy,0.0,TikTok,tôi việt_nam bể rác vậy
7795,trăm bắc_nam bây,0.0,TikTok,trăm bắc_nam bây
7796,người miền bắc,0.0,TikTok,người miền bắc
7797,parky miền bào,0.0,TikTok,parky miền bào
7798,parky namky and trungky mãi đỉnh,0.0,TikTok,parky namky and trungky mãi đỉnh
7799,parky chào namki với trungki nhá,1.0,TikTok,parky chào namki với trungki nhá
7800,tiếng,0.0,TikTok,tiếng
7801,namkiki,1.0,TikTok,namkiki
7802,mấy kêu parky hỏng bame,0.0,TikTok,mấy kêu parky hỏng bame
7803,hồ sống không,0.0,TikTok,hồ sống không
7804,bọn parky không bao ad,0.0,TikTok,bọn parky không bao ad
7805,thời_đại gì rồi lũ phân_biệt miền,0.0,TikTok,thời_đại gì rồi lũ phân_biệt miền
7806,mạng parky namkiki đời tha,0.0,TikTok,mạng parky namkiki đời tha
7807,eror,0.0,TikTok,eror
7808,ngạo_nghễ nam kiki,1.0,TikTok,ngạo_nghễ nam kiki
7809,respect,0.0,TikTok,respect
7810,chao parky,1.0,TikTok,chao parky
7811,hào parky nam kỳ,1.0,TikTok,hào parky nam kỳ
7812,parky,1.0,TikTok,parky
7813,haiz,0.0,TikTok,haiz
7814,phân_biệt pac thai,0.0,TikTok,phân_biệt pac thai
7815,narky,1.0,TikTok,narky
7816,parky cay,1.0,TikTok,parky cay
7817,phân_biệt người miền trung không,0.0,TikTok,phân_biệt người miền trung không
7818,namky chào parkt,1.0,TikTok,namky chào parkt
7819,thằng,0.0,TikTok,thằng
7820,parky chào namky,1.0,TikTok,parky chào namky
7821,tất thằng dang vinh,0.0,TikTok,tất thằng dang vinh
7822,câu ngài tổng_bí_thư,0.0,TikTok,câu ngài tổng_bí_thư
7823,eo lũ gạch táp kìa cay lắm,1.0,TikTok,eo lũ gạch táp kìa cay lắm
7824,party,1.0,TikTok,party
7825,dân parky giàu lắm,1.0,TikTok,dân parky giàu lắm
7826,tôi tách bọn a_dua pakry thành_lập,0.0,TikTok,tôi tách bọn a_dua pakry thành_lập
7827,tym hàn không bao_thống tôi hongkong nam kì phân_biệt,0.0,TikTok,tym hàn không bao_thống tôi hongkong nam kì phân_biệt
7828,thằng parky biện_minh giá_trị,0.0,TikTok,thằng parky biện_minh giá_trị
7829,mấy coment parky toàn mấy cận huyết vô_học,0.0,TikTok,mấy coment parky toàn mấy cận huyết vô_học
7830,tuỳ thoi mắc phân_biệt,0.0,TikTok,tuỳ thoi mắc phân_biệt
7831,parky ngữ bọn thực_dân pháp chia rẻ ta đất bình_yên lũ phản đấy,0.0,TikTok,parky ngữ bọn thực_dân pháp chia rẻ ta đất bình_yên lũ phản đấy
7832,bảo mấy em không gì may dương giải,0.0,TikTok,bảo mấy em không gì may dương giải
7833,ricon biện_minh fan barca phân_biệt chủng_tộc vini si úc tụi vả mõm mik,0.0,TikTok,ricon biện_minh fan barca phân_biệt chủng_tộc vini si úc tụi vả mõm mik
7834,tôi miền party,0.0,TikTok,tôi miền party
7835,wibu yêu không nghĩa,0.0,TikTok,wibu yêu không nghĩa
7836,cali tap,1.0,TikTok,cali tap
7837,tui miền nam tôn_trọng chẳng phân_biệt,0.0,TikTok,tui miền nam tôn_trọng chẳng phân_biệt
7838,đi phân_biệt không,0.0,TikTok,đi phân_biệt không
7839,chỉa chỏ vậy,0.0,TikTok,chỉa chỏ vậy
7840,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
7841,pakry phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,pakry phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
7842,chia_rẽ đất thể bố_mẹ chia_rẽ phân_biệt đổi tội chứng bọn phản_động,0.0,TikTok,chia_rẽ đất thể bố_mẹ chia_rẽ phân_biệt đổi tội chứng bọn phản_động
7843,hào sinh miền bắc,0.0,TikTok,hào sinh miền bắc
7844,chán niên,0.0,TikTok,chán niên
7845,tao thick rats,0.0,TikTok,tao thick rats
7847,chuẩn,0.0,TikTok,chuẩn
7848,vậy bình_luận toàn mấy đứa chả học_thức,0.0,TikTok,vậy bình_luận toàn mấy đứa chả học_thức
7849,việt_nam ki thi đạo công_giáo thoi,0.0,TikTok,việt_nam ki thi đạo công_giáo thoi
7850,bọn quên hồ dạy,0.0,TikTok,bọn quên hồ dạy
7851,đa bình_luận parky,0.0,TikTok,đa bình_luận parky
7852,phân_biệt miền đa đi tiếp_xúc với mấy bắc chán thực,1.0,TikTok,phân_biệt miền đa đi tiếp_xúc với mấy bắc chán thực
7853,độ đứa buột_miệng sánh,0.0,TikTok,độ đứa buột_miệng sánh
7854,chấp gì bọn cháo đá bát tây nội_địa pịa cali,1.0,TikTok,chấp gì bọn cháo đá bát tây nội_địa pịa cali
7855,bọn đi học biết gì hồ câu vị vua hùng công dựng nc cháu ta công nc,0.0,TikTok,bọn đi học biết gì hồ câu vị vua hùng công dựng nc cháu ta công nc
7856,nam tui không bao phân_biệt đẳng giầu nghèo miền người nam gốc bắc phân_biệt miền,0.0,TikTok,nam tui không bao phân_biệt đẳng giầu nghèo miền người nam gốc bắc phân_biệt miền
7857,toàn mấy ác clone bình_luận qtam không bình_luận,0.0,TikTok,toàn mấy ác clone bình_luận qtam không bình_luận
7858,,0.0,TikTok,
7859,lẽ giải_phóng nhở,0.0,TikTok,lẽ giải_phóng nhở
7860,vãi giới trẻ,0.0,TikTok,vãi giới trẻ
7861,ghét bọn bình_luận parky,0.0,TikTok,ghét bọn bình_luận parky
7862,hào bắc_nam định chào đại_gia_đình,0.0,TikTok,hào bắc_nam định chào đại_gia_đình
7863,tiến sài_gòn ta quét sạch giặc thù bọn vô_ơn mồm parky,0.0,TikTok,tiến sài_gòn ta quét sạch giặc thù bọn vô_ơn mồm parky
7864,khổ_thân mấy thằng nam đi phân_biệt miền tổ_tiên đi liếm dái tư tội,0.0,TikTok,khổ_thân mấy thằng nam đi phân_biệt miền tổ_tiên đi liếm dái tư tội
7865,kẻ cay kẻ phân_biệt chiến_thắng cay,0.0,TikTok,kẻ cay kẻ phân_biệt chiến_thắng cay
7866,bắc kj gión biến gấp,0.0,TikTok,bắc kj gión biến gấp
7867,đi nội lý ta gọi hoá_sinh vua_chúa tiên_tiến vô blacklist xkld,0.0,TikTok,đi nội lý ta gọi hoá_sinh vua_chúa tiên_tiến vô blacklist xkld
7868,cali,1.0,TikTok,cali
7869,tôi chả quan_tâm lắm,0.0,TikTok,tôi chả quan_tâm lắm
7870,cali hội vô bình_luận chời khát lắm,1.0,TikTok,cali hội vô bình_luận chời khát lắm
7871,chào ky,1.0,TikTok,chào ky
7872,bọn parky trận chiến,0.0,TikTok,bọn parky trận chiến
7873,tác_hại trẻ_em đt,0.0,TikTok,tác_hại trẻ_em đt
7874,miền bắc chả quan_tâm lắm,0.0,TikTok,miền bắc chả quan_tâm lắm
7875,vui vẽ,0.0,TikTok,vui vẽ
7876,giáo_dục ht thối được đấy,0.0,TikTok,giáo_dục ht thối được đấy
7877,hehe hình bọn cali cay_cú_thống đất bọn to_mồm,1.0,TikTok,hehe hình bọn cali cay_cú_thống đất bọn to_mồm
7878,khởi_đầu miền nam,0.0,TikTok,khởi_đầu miền nam
7879,toàn mấy thằng momx đương im thóc,0.0,TikTok,toàn mấy thằng momx đương im thóc
7880,trí gọi đồng_bào,0.0,TikTok,trí gọi đồng_bào
7881,miền tây không,0.0,TikTok,miền tây không
7882,parky đạo_lý,1.0,TikTok,parky đạo_lý
7883,mày cay việt_nam không cay,0.0,TikTok,mày cay việt_nam không cay
7884,dời ac clone npc bắt được đống đứa,0.0,TikTok,dời ac clone npc bắt được đống đứa
7885,chi mấy fen kinh_tế giỏi mấy câu nhò,0.0,TikTok,chi mấy fen kinh_tế giỏi mấy câu nhò
7886,tôi mày đừng nx hình_ảnh bảo người việt_nam đẹp_mắt không phân_biệt yêu_thương giúp_đỡ lẫn,0.0,TikTok,tôi mày đừng nx hình_ảnh bảo người việt_nam đẹp_mắt không phân_biệt yêu_thương giúp_đỡ lẫn
7887,thất_vọng bình_luận,0.0,TikTok,thất_vọng bình_luận
7888,trung kỳ chào,0.0,TikTok,trung kỳ chào
7889,quan_tâm gì mày sống được người thông_minh tgian vc ích không mạng chê_bai phân_biệt vùng miền,0.0,TikTok,quan_tâm gì mày sống được người thông_minh tgian vc ích không mạng chê_bai phân_biệt vùng miền
7890,mấy thằng kali khát,1.0,TikTok,mấy thằng kali khát
7891,parky cay lí_giải,1.0,TikTok,parky cay lí_giải
7892,alain,0.0,TikTok,alain
7893,trẻ bình_luận linh_tinh,0.0,TikTok,trẻ bình_luận linh_tinh
7894,anh_em kia menrky không,0.0,TikTok,anh_em kia menrky không
7895,parky cay video,1.0,TikTok,parky cay video
7896,cali,0.0,TikTok,cali
7897,mấy đi,0.0,TikTok,mấy đi
7898,chờ tuần mấy sinh_vật đấy biến,0.0,TikTok,chờ tuần mấy sinh_vật đấy biến
7899,tạp_nham phân_biệt vùng miền,0.0,TikTok,tạp_nham phân_biệt vùng miền
7900,bit vi deo ak,0.0,TikTok,bit vi deo ak
7901,tao tây_nguyên kỳ,0.0,TikTok,tao tây_nguyên kỳ
7902,ước tiktok đăng_kí cd bọn kid bình_luận phân_biệt,0.0,TikTok,ước tiktok đăng_kí cd bọn kid bình_luận phân_biệt
7903,không thjk bắc,0.0,TikTok,không thjk bắc
7904,bọn người hoa parky dân huế,0.0,TikTok,bọn người hoa parky dân huế
7905,kid parky tui tóp đôn lai thít,0.0,TikTok,kid parky tui tóp đôn lai thít
7906,phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
7907,por nghèo agresive hung_hăng rudely bất lịch thô_lỗ kingcraft vua lừa_đảo yob niên côn_đồ dằn,1.0,TikTok,por nghèo agresive hung_hăng rudely bất lịch thô_lỗ kingcraft vua lừa_đảo yob niên côn_đồ dằn
7908,mỹ khát thre we,1.0,TikTok,mỹ khát thre we
7909,bình_luận toàn đứa matday,0.0,TikTok,bình_luận toàn đứa matday
7910,miền nam miền bắc,2.0,TikTok,miền nam miền bắc
7911,học lịch_sử giáo_dục công_dân quan_trọng lắm,0.0,TikTok,học lịch_sử giáo_dục công_dân quan_trọng lắm
7912,chửi parky chửi namki huề vốn,0.0,TikTok,chửi parky chửi namki huề vốn
7913,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
7914,bọn nít,0.0,TikTok,bọn nít
7915,party,1.0,TikTok,party
7916,tui nguoi niềm nam tôn_trọng niềm,0.0,TikTok,tui nguoi niềm nam tôn_trọng niềm
7917,anh_em nam bắc bọn tôi thuyền rpt mck,2.0,TikTok,anh_em nam bắc bọn tôi thuyền rpt mck
7918,đéo ưa parky,1.0,TikTok,đéo ưa parky
7919,tiểu vương_quốc tình hữu_nghị việt,0.0,TikTok,tiểu vương_quốc tình hữu_nghị việt
7920,namky kéo xích_lô_nuôi,1.0,TikTok,namky kéo xích_lô_nuôi
7921,mong mấy bạn trẻ trâu thấm tội chame,0.0,TikTok,mong mấy bạn trẻ trâu thấm tội chame
7922,đọc bình_luận đứa bình_luận parky toàn nick ảo_tưởng,0.0,TikTok,đọc bình_luận đứa bình_luận parky toàn nick ảo_tưởng
7923,bọn chấp,0.0,TikTok,bọn chấp
7924,toàn ac clone,0.0,TikTok,toàn ac clone
7925,bình_luận bất_lực,0.0,TikTok,bình_luận bất_lực
7926,chó parky cay chungm phân_biệt vùng miền tắc dụng,0.0,TikTok,chó parky cay chungm phân_biệt vùng miền tắc dụng
7927,bình_luận,0.0,TikTok,bình_luận
7928,bọn bọn cháu bọn trống phá đấy,0.0,TikTok,bọn bọn cháu bọn trống phá đấy
7929,máy đứa mồm thúi parky namkiki nam hồ dạy,0.0,TikTok,máy đứa mồm thúi parky namkiki nam hồ dạy
7930,nam bắc trời mệt ghê đứa câu parky đầu đáy giếng lo bè miền tây tiếng nam rặc chạm_mặt,0.0,TikTok,nam bắc trời mệt ghê đứa câu parky đầu đáy giếng lo bè miền tây tiếng nam rặc chạm_mặt
7931,mr hadi rớt vô_địch iran giải mr mỹ,0.0,TikTok,mr hadi rớt vô_địch iran giải mr mỹ
7932,party,1.0,TikTok,party
7933,dân việt_nam dân_tộc dân kinh miệt_thị dân_tộc thiểu tộc tộc kia dơ nghèo ôi thấu nổi không,1.0,TikTok,dân việt_nam dân_tộc dân kinh miệt_thị dân_tộc thiểu tộc tộc kia dơ nghèo ôi thấu nổi không
7934,thức bọn mày vậy,0.0,TikTok,thức bọn mày vậy
7935,hoà dân bắc hoà dân,0.0,TikTok,hoà dân bắc hoà dân
7936,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
7937,pảdky tiếng,1.0,TikTok,pảdky tiếng
7938,mặc lo vợ được chả quan_tâm paky naky,0.0,TikTok,mặc lo vợ được chả quan_tâm paky naky
7939,không quan_tâm lắm tâm vững lắm yêu đảng yêu lắm,0.0,TikTok,không quan_tâm lắm tâm vững lắm yêu đảng yêu lắm
7940,người miền nam đẹp thương xấu đổ người bắc_bình luận toàn parky rồi dth,0.0,TikTok,người miền nam đẹp thương xấu đổ người bắc_bình luận toàn parky rồi dth
7941,lắm chức_năng báo_cáo tiktok nội_dung tuyên_truyền thông chia_rẽ,0.0,TikTok,lắm chức_năng báo_cáo tiktok nội_dung tuyên_truyền thông chia_rẽ
7942,coment tôi cào bàn_phím,0.0,TikTok,coment tôi cào bàn_phím
7944,namky chào máy anh_em parky,1.0,TikTok,namky chào máy anh_em parky
7945,tôi tưởng parky người bắc giờ gọi parky,1.0,TikTok,tôi tưởng parky người bắc giờ gọi parky
7946,cali mocoi cay lắm,1.0,TikTok,cali mocoi cay lắm
7947,tôi parky biết,0.0,TikTok,tôi parky biết
7948,bắc vô nam ta nối_liền nắm,0.0,TikTok,bắc vô nam ta nối_liền nắm
7949,ta phân_biệt miền kẻ parky xúc_phạm việt_nam,0.0,TikTok,ta phân_biệt miền kẻ parky xúc_phạm việt_nam
7950,còng lưng_thống đất cháu giờ pbct,0.0,TikTok,còng lưng_thống đất cháu giờ pbct
7951,trúc nè bé,0.0,TikTok,trúc nè bé
7952,miền tây chào anh_em miền nhe,0.0,TikTok,miền tây chào anh_em miền nhe
7953,hào parky,1.0,TikTok,hào parky
7954,người mien trung phe trung_lập,0.0,TikTok,người mien trung phe trung_lập
7955,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương,0.0,TikTok,parky phóng_khoáng an_nhàn rồi rực_rỡ không khôn_ngoan yêu_thương
7956,người_người ơn hồ giải phóg nc miền nam sốg trg hoà_bình bây gi mầm_non tương_lai huỷ hoà_bình bằg câu parky,0.0,TikTok,người_người ơn hồ giải phóg nc miền nam sốg trg hoà_bình bây gi mầm_non tương_lai huỷ hoà_bình bằg câu parky
7957,may tôi miền trung,0.0,TikTok,may tôi miền trung
7958,giờ không biết nghĩa gì giờ biết lun,0.0,TikTok,giờ không biết nghĩa gì giờ biết lun
7959,đổi bé khờ_khạo bé,0.0,TikTok,đổi bé khờ_khạo bé
7960,đa thằng phân_biệt miền mẹ quên bao su nha,0.0,TikTok,đa thằng phân_biệt miền mẹ quên bao su nha
7961,parky,1.0,TikTok,parky
7962,cảm xấu_hổ miền nam thay miền nam lỗi anh_em,0.0,TikTok,cảm xấu_hổ miền nam thay miền nam lỗi anh_em
7963,đổi mạng đổi_thống cháu thời phân_biệt miền,0.0,TikTok,đổi mạng đổi_thống cháu thời phân_biệt miền
7965,đọc bình_luận sốc,0.0,TikTok,đọc bình_luận sốc
7966,phân_biệt chủng_tộc giới chủng_tộc eren yeager,0.0,TikTok,phân_biệt chủng_tộc giới chủng_tộc eren yeager
7967,parky bắc ky giang chào nam ky trung kỳ cali kỳ,1.0,TikTok,parky bắc ky giang chào nam ky trung kỳ cali kỳ
7968,miền nam mãi đỉnh parky kêu chửi nam chi phân_biệt rồi,1.0,TikTok,miền nam mãi đỉnh parky kêu chửi nam chi phân_biệt rồi
7969,thiệu tiến,0.0,TikTok,thiệu tiến
7970,parky,1.0,TikTok,parky
7971,đừng praky nx lm_hoà,1.0,TikTok,đừng praky nx lm_hoà
7972,mạng parky namkiki đời tha,0.0,TikTok,mạng parky namkiki đời tha
7973,parky soạn_văn,1.0,TikTok,parky soạn_văn
7974,việt,0.0,TikTok,việt
7975,,0.0,TikTok,
7976,hào parky ta không quan_tâm phân_biệt vùng miền kệ hộ parky mãi đỉnh,0.0,TikTok,hào parky ta không quan_tâm phân_biệt vùng miền kệ hộ parky mãi đỉnh
7977,luật,0.0,TikTok,luật
7978,tôn_trọng bắc,0.0,TikTok,tôn_trọng bắc
7979,yêu tổ_quốc yêu đồng_bào thằng không học hồ dạy,0.0,TikTok,yêu tổ_quốc yêu đồng_bào thằng không học hồ dạy
7980,cá_rô không ta,1.0,TikTok,cá_rô không ta
7981,dạy điều iu tổ_quốc iu đông bào tôi không parky,0.0,TikTok,dạy điều iu tổ_quốc iu đông bào tôi không parky
7982,parky,1.0,TikTok,parky
7983,tui miền nam bùng dịch dân miền ùa chửi tui chạy xe chở rau củ sài_gòn tiếp_viện,0.0,TikTok,tui miền nam bùng dịch dân miền ùa chửi tui chạy xe chở rau củ sài_gòn tiếp_viện
7984,nghệ_an đi kêu mày nghệ hả trl xog bảo không thuê đi chỗ thuê đi,0.0,TikTok,nghệ_an đi kêu mày nghệ hả trl xog bảo không thuê đi chỗ thuê đi
7985,mấy đứa parky chia rẻ hả,0.0,TikTok,mấy đứa parky chia rẻ hả
7986,đọc bình_luận ngứa đík vãi toàn mấy đứa hãm loz không,0.0,TikTok,đọc bình_luận ngứa đík vãi toàn mấy đứa hãm loz không
7987,parky hán quoc em ruột parhangseo,0.0,TikTok,parky hán quoc em ruột parhangseo
7988,thể trang cá_nhân bình vd ghim đầu được kh,0.0,TikTok,thể trang cá_nhân bình vd ghim đầu được kh
7989,yêu tổ_quốc yêu đồng_bào,2.0,TikTok,yêu tổ_quốc yêu đồng_bào
7990,parky im,1.0,TikTok,parky im
7991,parky cay,1.0,TikTok,parky cay
7992,tôi hoá nè,0.0,TikTok,tôi hoá nè
7993,yêu tổ_quốc yêu đồng_bào,2.0,TikTok,yêu tổ_quốc yêu đồng_bào
7994,nam kỳ bọn tao mắc tật giật zay,0.0,TikTok,nam kỳ bọn tao mắc tật giật zay
7995,hào dân bắc,0.0,TikTok,hào dân bắc
7996,miền nam mấy thằng parky tôi ngại,0.0,TikTok,miền nam mấy thằng parky tôi ngại
7997,parky cay,1.0,TikTok,parky cay
7998,parky,1.0,TikTok,parky
7999,parky,1.0,TikTok,parky
8000,kênh dòng máu việt vấn_đề,0.0,TikTok,kênh dòng máu việt vấn_đề
8001,lỗi,0.0,TikTok,lỗi
8002,parky,1.0,TikTok,parky
8003,tao parky tao monkey,1.0,TikTok,tao parky tao monkey
8004,parky noi tieng cay không,1.0,TikTok,parky noi tieng cay không
8005,thành mài móng siêng nhác học lớp nghỉ_thành,0.0,TikTok,thành mài móng siêng nhác học lớp nghỉ_thành
8006,nãy vd giải_nghĩa cờ việt_nam bình_luận mấy đứa bảo cờ parky,0.0,TikTok,nãy vd giải_nghĩa cờ việt_nam bình_luận mấy đứa bảo cờ parky
8007,người bắc đợt dịch mấy namky cầu_cứu bắc htro lương_thực không cám,0.0,TikTok,người bắc đợt dịch mấy namky cầu_cứu bắc htro lương_thực không cám
8009,kiểm_soát tảng tik tok cá_nhân đối_tượng xâm_phạm nỗ_lực nhân_dân trình xây,0.0,TikTok,kiểm_soát tảng tik tok cá_nhân đối_tượng xâm_phạm nỗ_lực nhân_dân trình xây
8010,xưa chiến_sĩ miền bắc giúp miền nam giải_phóng xong giới trẻ mạng sơ_hở parky,0.0,TikTok,xưa chiến_sĩ miền bắc giúp miền nam giải_phóng xong giới trẻ mạng sơ_hở parky
8012,parky giải,1.0,TikTok,parky giải
8013,học_quan trọng,0.0,TikTok,học_quan trọng
8014,việt_nam đoàn_kết bọn vô_học phân_biệt,0.0,TikTok,việt_nam đoàn_kết bọn vô_học phân_biệt
8015,giới trẻ việt_nam đấy,0.0,TikTok,giới trẻ việt_nam đấy
8016,đọc bình_luận học_quan trọng,0.0,TikTok,đọc bình_luận học_quan trọng
8017,bắc trung nam ta,2.0,TikTok,bắc trung nam ta
8018,người không bth người parky,0.0,TikTok,người không bth người parky
8019,dân ta sử ta,0.0,TikTok,dân ta sử ta
8020,patky mãi đỉnh,1.0,TikTok,patky mãi đỉnh
8021,npc thời kiểu parky cay parky,0.0,TikTok,npc thời kiểu parky cay parky
8022,bạn liên xô sụp_đổ không sụp_đổ,0.0,TikTok,bạn liên xô sụp_đổ không sụp_đổ
8023,may tôi với mày trungky hè,0.0,TikTok,may tôi với mày trungky hè
8024,miền nam ghét người bắc vậy,0.0,TikTok,miền nam ghét người bắc vậy
8025,nam bắc,2.0,TikTok,nam bắc
8026,điền hồ dậy,0.0,TikTok,điền hồ dậy
8027,người việt phân_biệt vùng miền,0.0,TikTok,người việt phân_biệt vùng miền
8028,tui miền nam parky ngại dùm,0.0,TikTok,tui miền nam parky ngại dùm
8029,tôi miền trung nek,0.0,TikTok,tôi miền trung nek
8030,thằng na ghẻ_lạnh gì chả lý,0.0,TikTok,thằng na ghẻ_lạnh gì chả lý
8031,nam,0.0,TikTok,nam
8032,cận huyết parky,0.0,TikTok,cận huyết parky
8033,người việt_nam không phân_biệt vùng miền không bao_giờ,0.0,TikTok,người việt_nam không phân_biệt vùng miền không bao_giờ
8034,hoá quê tui,0.0,TikTok,hoá quê tui
8035,chữ,0.0,TikTok,chữ
8036,naky,0.0,TikTok,naky
8037,parky dạo nổi,1.0,TikTok,parky dạo nổi
8038,chống phân_biệt miền,0.0,TikTok,chống phân_biệt miền
8039,đọc bình_luận cạn,0.0,TikTok,đọc bình_luận cạn
8040,hào parky,1.0,TikTok,hào parky
8042,kì_thị phân_biệt bất_tỉnh,0.0,TikTok,kì_thị phân_biệt bất_tỉnh
8043,kệ đi mệt lắm không buồn gì,0.0,TikTok,kệ đi mệt lắm không buồn gì
8044,parky parky,1.0,TikTok,parky parky
8045,người miền nam thợ_săn parky ngại,1.0,TikTok,người miền nam thợ_săn parky ngại
8046,hào parky,0.0,TikTok,hào parky
8047,hào miền bắc,0.0,TikTok,hào miền bắc
8048,parky cay,1.0,TikTok,parky cay
8049,văn_hoá tiếng việt hạ tiếp bọn văn_hoá,0.0,TikTok,văn_hoá tiếng việt hạ tiếp bọn văn_hoá
8050,dương parky không,0.0,TikTok,dương parky không
8051,parky,1.0,TikTok,parky
8052,lạy_vũ,0.0,TikTok,lạy_vũ
8053,ta ca_ngợi giản_dị tụng lũ thủng ví nk,0.0,TikTok,ta ca_ngợi giản_dị tụng lũ thủng ví nk
