,Unnamed: 0,Nội dung
6991,6991,Parky cayyyyyy 
6992,6992,Cali phản quốc mà
6993,6993,Nailky gâu gâuu
6994,6994,“VTV “ 24h nói về vấn đề phân biệt vùng miền
6995,6995,parky cayy
6996,6996,Watching this@kiếmtạiẩn_mình88
6997,6997,"This is amazing, wow! @Kiếmmộtnhẹ88"
6998,6998,Cảm ơn bạn đã chia sẻ sự hiểu biết của mình. @nhẹtại_nhà888
6999,6999,người kỳ thì là parky chứ ai . trong nam đi học phải xét lý lịch ba đời . bắc vào nam sống dễ .nam ra bắc bị chém giá cả thấy thương .vậy ai kì thị ai
7000,7000,tớ ng miền nam thấy nhục giùm luôn á tr
7001,7001,Namkiki
7002,7002,nghe bạn nói tui mới hiểu á trời
7003,7003,"Tại sao, tại sao mng lại nói parky tại saoooooooo mng pbvm làm j "
7004,7004,"Tui là người miền nam nè , hông hiểu sao lại có những loại người hay thích ra vẻ , cùng người việt với nhau , sao lại phải cứ cắn nhau"
7005,7005,xin chia buồn cùng gia đình mấy bọn phân biệt =))
7006,7006,Party cây
7007,7007,Hãy cùng nhau lên án pbvm chi tiết ở trang tớ nhé
7008,7008,hi you
7009,7009,parky
7010,7010,Well done@Cơlàmtại88
7011,7011,HÒN C@C VIỄN ĐÔNG . KIKI cay
7012,7012,Cảm ơn bạn đã chia sẻ sự hiểu biết của mình. @Kiếmmộtnhẹ88
7013,7013,tôi miền trung mà rất thích miền bac và nam VIET NAM mãi đỉnhhhh
7014,7014,Có vài thg bảo da đen cx là ng mà đi pbvm=)
7015,7015,PARKY CAY LẮM
7016,7016,vào đây mới biết bọn phản động nó đông như nào
7017,7017,"mình ng nam mà thân 2 thằng bạn người bắc cực thân và tụi nó cực tốt , còn đôi khi mấy bạn ở xóm ở từ nhỏ lớn lên mà vẫn không chơi vô được "
7018,7018,"Việt nam là một gia đình
(trừ mấy đứa phản động)"
7019,7019,"Parky là gì? Parky là bạn của Namky! Còn Trungky là cgi ? Là bạn của Parky và Namky  Nhiễu điều phủ lấy giá gương, ng trong một nước phải thw nhau c"
7020,7020,Dương nói giọng bắc
7021,7021,Well done@Bíkiếmtừ_xa88
7022,7022,Watching this@Tuyểnlàm_thêm88
7023,7023,thật buồn cho văn hoá VN. để người ta chia rẽ
7024,7024,là một
7025,7025,Bắc trung nam gì có tiền là có quyền à. Giờ phân biệt ai có nhiều tiền vs ít tiền thôi 
7026,7026,Đọc cmt đúng chán cái thế hệ trẻ bây giờ
7027,7027,calibulultreem
7028,7028,@TikTok mong tiktok xem xét. Mỗi tài khoản phải có thẻ cccd mới đc đăng nhập vào app và phải đủ 18t trở lên để cộng đồng mạng trên nên sạch sẽ hơn
7029,7029,parky
7030,7030,Paris là khinh nam hay bắc ạ??
7031,7031,parky
7032,7032,tiktark vn đúng là bãi rác online 
7033,7033,anh em nên nhớ thực dân pháp đô hộ sử dụng chính phá ngu dân và từ này đc sinh ra suy ra nghĩa là chúng nó bị chính sách ngu dân nên nó mới nói như th
7034,7034,Sao tụi m nói namki thì dc mà tụi t nói packy thì là pbvm.. packy nghe hay mà.. packy mãi đỉnh
7035,7035,tao chính gốc Bắc đay tao tự hào vì điều đó
7036,7036,@Đặng Gia Kỳ 
7037,7037,Parky còn đẻ ra namky
7038,7038,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương "
7039,7039,do ăn ở cả thôi
7040,7040,"Thay mặt mấy thằng pbvm dưới đây ,xin lỗi các bạn miền Bắc"
7041,7041,namky chào parky 
7042,7042,Hay quá 
7043,7043,"đánh nhau với pháp hơn 100 năm , mỹ 30 năm vẫn chưa đủ à mấy cha kích động. Còn muốn ngồi đó chia rẽ dân tộc"
7044,7044,hiệu ứng cộng hưởng của cali tây nội địa
7045,7045,PARK CAY CÁC THỨ LÀ SAO Z
7046,7046,namkiki
7047,7047,dân rau muống
7048,7048,từ này đc lên tivi lên án tù mà
7049,7049,khi kid lo ko học lịch sử :)
7050,7050,hãy nhớ tổ tiên của bọn mày đều xuất phát từ miền bắc nha kid 
7051,7051,miền nam toàn người bắc chuyển vô
7052,7052,Nhóc con
7053,7053,Người ta k thèm chấp chứ cay gì 
7054,7054,có namkiki ko
7055,7055,tao tưởng Việt Nam vs sự NỔI TIẾNG là tinh thần đoàn kết??
7056,7056,toàn lũ kid kh hiểu xã hội ntn! ngta r chiến trường để giải phóng miền nam cho bọn chúng mà cái kết nhận lại là parky! chịu
7057,7057,khốn khổ chế độ ng SG...2 tổng thống người Nam k làm tổng thống có cộng cả 2 cũng có 10 ngày...
7058,7058,Namrky
7059,7059,chốt câu cuối
7060,7060,Xin cám ơn anh 
7061,7061,namky thấy vui hài
7062,7062,Có lý do hết sao không gọi Miền tây Kỳ Sài Gòn kỷ Hà Nội Kỳ
7063,7063,Bác Hồ hy sinh cứu nước mà Bác nhận lại được …
7064,7064,Thu đông 1950…
7065,7065,Parky 
7066,7066,mấy bn mà bl parky này nọ thì mình xin chia buồn nhé chắc kh có ai dạy dỗ nên như v 
7067,7067,t bắt đầu thấy hơi ghét miền nam r
7068,7068,"P :Phân
A :ăn Bám
R :rơm rạ
K : Kì cục kì quặc
Y : Ỷ lại"
7069,7069,Haha mấy thằng cali con cạn ngôn
7070,7070,"sự thật nghiệt ngã thay thì % người thành công đa số là người miền Bắc 
dân cùng 1 nước mà so sánh nhau thì khi giặc đến bán nhau như thường "
7071,7071,TỰ HÀO LÀ NGƯỜI CON CỦA XỨ THANH
7072,7072,cali bán nước có tự hào ko
7073,7073,VN trong nươcs còn phân biệt nhau nghĩ xem NC ngoài k kỳ thị VN cũng lạ
7074,7074,toàn chúa mõm trên mạng chứ gặp ngoài đời 
7075,7075,"Thuật toán tiktok nó cho spam thì có, âm mưu của bọn TQ đấy"
7076,7076,bọn kid cứ nói parky 
7077,7077,hay ho gì mấy thằng hay cmt như vậy
7078,7078,bố m tây nguyên
7079,7079,phân biệt làm gì không biết con người với nhau đều là con cháu bác hồ. Tôi miền nam mà chơi với bạn toàn bắc
7080,7080,anh dương là parky hả
7081,7081,Quan tâm làm gì. Bọn nói từ này chủ yếu chúng nó dc thuê cmt các bài viết để gây chia rẽ. Chúng nó đa số ở nc ngoài chứ làm gì dám ở VN. Ko cắn đâu
7082,7082,VTV1. mới nói rồi đấy b . yên tâm. những thằng pbvm. phạt tiền từ 5. đến 10 triệu. còn nặng là đi tù
7083,7083,Parky
7084,7084,"Vì sao Nelson Mandela là người xóa bỏ phân biệt chủng tộc Apartheid ở Nam Phi, Michael Jackson phản đối phân biệt chủng tộc?"
7085,7085,Từ ngữ đọc thì nghe hơi nặng nề nhưng chỉ là cái tên gọi. Chỉ có những người có âm mưu hoặc có ý đồ gì mới lấy cái tên Parky ra để chế nhạo phân chia.( Cùng chung tiếng nói là người của ta.)
7086,7086,
7087,7087,"hàn quốc với triều tiên nhập thành 1 là thấy sai sai, chắc không có nước hàn quốc."
7088,7088,VIỆT NAM MUÔN NĂM 
7089,7089,miền Nam và Miền Bắc là 1 đừng phân biệt vùm miền nữa
7090,7090,yạt sure đúng thế
7091,7091,namki chào ae :))
7092,7092,số thành phần nói từ đó là một lũ bị trực thăng bỏ rơi phải ở lại
7093,7093,
7094,7094,"vô kênh vtv đi, tự làm tự chịu"
7095,7095,đọc cm mà buồn quá
7096,7096,parky cay lắm rồi đó
7097,7097,công an sẽ phạt 10tr ai phân biệt á_ tụi mày lo mà núm lùm đi kìa
7098,7098,Khó trách người nam khi bị Bắc xâm chiếm. Chuyện chỉ càng ngày càng xấu hơn thôi. Cứ nhìn các thứ luật của cs đưa ra để ép dân lấy tiền tham nhũng.
7099,7099,"parky
p=phóng khoáng
a=an nhàn
r=rực rỡ
k=khôn ngoan
y=yêu thương
cảm ơn cali"
7100,7100,parky là kypặc và kypặc là băng kì còn băng kì là ki bằng và bằng có nghĩa là bằng nhau nghĩa là chung và chung có nghĩa là chung một đất nước  
7101,7101,ParkyAkcarokayanhamluudangchetchaparky
7102,7102,namki
7103,7103,Tụi nó ko hiểu miền bắc là tổ tiên của miền nam và mọi miền khác 
7104,7104,thôi cali muôn năm
7105,7105,The south is cheap 
7106,7106,"đúng đó chú giờ người Việt Nam toàn thứ j đâu ko toàn những thằng phản nước phân biệt vùng miền ,tao ở ngoài Bắc này thì sao tao qua vùng miền nam đc"
7107,7107,Chắc cay lắm nên lên làm clip nè. 
7108,7108,tự hào là người parky. Còn hơn lũ Nam
7109,7109,Hay quá anh ơi ❤️
7110,7110,jv
7111,7111,lũ pbvm sáng mắt [写真]
7112,7112,phân biệt để lmj tr:))khoái nghe giọng Bắc chết mà lớp có mỗi 1 bạn là ng Bắc nghe chửi lộn phê tới não=)))))))
7113,7113,Chút thương xót cho các bé phân biệt vùng miền. Lên trang thư viện pháp luật trên tik tok và xem bài phân biệt vùng miền sẽ bị phạt bao nhiêu.
7114,7114,hello parky cay
7115,7115,"xl mấy nhỏ trg bl cứ ""parky"" nhá t ng miền nam"
7116,7116,Lamky
7117,7117,"bó chũng my lo mà lm mà ăn ở đấy mà phân biệt , đến lúc k có j mà hóc lại cứu viện , con khổ lắm rùi vl"
7118,7118,cayy
7119,7119,"“Nước Việt Nam là một, dân tộc Việt Nam là một, sông có thể cạn, núi có thể mòn, song chân lý ấy không bao giờ thay đổi.” - Hồ Chí Minh"
7120,7120,"chó:parky
người thường:Nam Bắc 1 nhà"
7121,7121,Miền Nam và Miền Bắc là cùng một nhà cùng một đất nước Việt Nam 
7122,7122,park
7123,7123,Parky cay
7124,7124,"bởi ông bà ngta có câu: sanh con ai nở sanh lòng, sanh ra cái mỏ đau lòng mẹ cha"
7125,7125,sao ko đặc việt bắc đi đặc việt nam chi cho nhục
7126,7126,người Nam cx bị gọi là Namkiki mà nhỉ 
7127,7127,đoàn kết là hẻo hết=)
7128,7128,follow cả tiktok
7129,7129,Namkiki?
7130,7130,T ở Thanh Hoá
7131,7131,Parky+Namky+Trungky=Việt Nam
7132,7132,tutu cho t hỏi tại s thanh hóa lại bị phân bt nhìu nhất z
7133,7133,tốn công Bác vaiz 
7134,7134,Parky lại cay và ní nuận rồi
7135,7135,namki đây. a thich keu đi. t thây co sao đâu
7136,7136,Culi với nô lệ đâu hết rồi vào đây anh tiếp.!  Làm nô lệ cho mẽo chán quá về tiktok cán càn à 
7137,7137,
7138,7138,"VÌ TỔ QUỐC XÃ HỘI CHỦ NGHĨA VÌ LÝ TƯỞNG CỦA BÁC HỒ VĨ ĐẠI HÃY CÙNG CHUNG TAY DỌN DẸP ĐỐNG RÁC NÀY ĐỂ THẾ GIỚI ĐƯỢC TỰ DO
BÁC À ĐỢI CHÚNG CON ❤️‍"
7139,7139,Bọn trẻ hết cứu vì thiếu kiến thức quá
7140,7140,Thanh hoá là người nước nhoài hả
7141,7141,"miền Nam có nhiều thành phần dân: Kinh (ng miền Nam và bắc 54, Hoa, Khơ Me,...) nhưng ai cũng ghét dân Bắc (75) cả. cho nên đó là vấn đề của các bạn."
7142,7142,ae vào giữ đi tui có thùng xốp r
7143,7143,"Người Nam nói parky: Thành phần phân việt vùng miền. Người Bắc nói namkyky: Bảo vệ đất nước, yêu nước."
7144,7144,tui nghĩ parky là từ tiếng anh vì tiếng anh nghĩa của nó là công viên
7145,7145,:))) toàn mấy bé cấp 1 cấp 2
7146,7146,Từ ngữ do mấy ac tự ái thôi 
7147,7147,Nam đc đà lấn tới: parky cay parky cay
7148,7148,trungky xin phép chê những lũ kid hay cmt là: parky
7149,7149,"Ai nói từ ""Parky""= Cận huyết"
7150,7150,"1bn nữ Bắc ns vs 1 bn Nam bị 1 vài ng Bắc kì thị rằng DO BẠN XUI THÔI CHỨ NGƯỜI KHÁC ĐÂU BỊ , CHỨ BẠN BỊ KÌ THỊ TẠI AI ???
t ý kiến cái b chửi t :(("
7151,7151,cứ đụg tới là parky hay kể công giúp nam kỳ giải phóng mà ko học lịch sử cách mạng  toàn bọn nhãi con bỏ tiết lịch sử 
7152,7152,Giải phóng bọn miền nam. Giờ nó cắn lại
7153,7153,Rồi bầy namki nhảy vào cào
7154,7154,Parkày 
7155,7155,Parky nghĩa là sao mn
7156,7156,anh ơi cấm commet đi ạ
7157,7157,tại sao họ ko phân biệt 2 niềm còn lại mà đi phân biệt parky . đấy là do cách sống thôi . chuyện gì cũng có lý do cả . hãy học hỏi và thay đổi . 
7158,7158,"vì một tik tok ko parky hãy chung tay bảo vệ niềm tự hào của chúng ta
hãy làm cho BÁC tự hào!"
7159,7159,thấy từ đó bình thường mà . parky . trungky . namky . tâyky . có gi đâu mà phân biệt vùng miền
7160,7160,parky rip @Dương Dê Reviewer
7161,7161,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
7162,7162,mong Cam Pu chia đòi lại đất
7163,7163,Ý là tại sao HQ và Trieu Tien phải thống nhất? Ko lẻ giờ có 1 khu vực ở Cali toàn ng Việt sống cái vì là 1 dân tộc nên thống nhất 
7164,7164,Ai thuộc 5 điều Bác Hồ dậy không?!
7165,7165,parky namky trungky cx mot nha. t namky chao ae backy ngoai kia nha
7166,7166,Tụi nó xem nhà Bác là Parky
7167,7167,T parky đấy thì lm sao?
7168,7168,"Bọn comment “parky, namkiki” muốn có tương tác thôi, ko cần rep bọn cali đâu ae"
7169,7169,"bác Hồ đã cứu nước cả nam,bắc,trung mà bâyh toàn chia rẽ và phân biệt nhau"
7170,7170,có ai chuyển từ cái video ăn chubin của con chó qua đây hog
7171,7171,tất cả tại thằng vũ21
7172,7172,"Để tui giải nghĩa cho các bạn nha
Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương "
7173,7173,mấy bọn cmt parky chắc bố nó lúc đó quên đeo bao hay j r chứ đẻ ra thỏ tốn oxy sống tốn diện tích
7174,7174,Bình thường chửi nhau cho vui thôi chứ đụng đến người Vn xem
7175,7175,Quá khứ - hiện tại - tương lai chắc chắn còn việc một bộ phận không nhỏ người miền khác coi thường - thoá mạ người miền Tây nói riêng và người miền
7176,7176,Ủa ông này giọng Nam rõ thế mà ns parky ??:)
7177,7177,triệu hồi vtv
7178,7178,ae Miền Nam chào ae Miền Bắc
7179,7179,BẮC TRUNG NAM LÀ NGƯỜI MỘT NHÀ!!
7180,7180," chịu ai nói parky
5 điều Bác Hồ dạy
1 yêu Tổ Quốc, yêu Đồng Bào"
7181,7181,Những đứa chưa đi học bao giờ
7182,7182,"thôi Cali ơi hết thời r ,bọn tao ko chửi bọn mày nữa đâu vì bọn tao đã thông cảm với bọn cận huyết r"
7183,7183,Những sinh vật đã chế ra từ party
7184,7184,Narky ghen tị
7185,7185,Narky
7186,7186,"5key, Công viêny, milo idk"
7187,7187,đừng phân biệt vùng miền nữa mn
7188,7188,(Từ) Bắc vô Nam nối liền nắm tay...
7189,7189,thả nhẹ cái báo cáo cho mấy tg pbvm
7190,7190,"-Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
7191,7191,sắp bị nghiệp miệng rồi mấy em pbvm tha
7192,7192,Parky namky kiki 
7193,7193,Nam ki choooo
7194,7194,Namekie 
7195,7195,Người cần bị phân biệt chính là bọn đi pbvm
7196,7196,"đường namky khởi nghĩa chứ ko có đường parky khởi nghĩa vì parky là cái gì đó mà tụi người bắc ai cũng ớn, khó hiểu"
7197,7197,"kid: parky cay,....."
7198,7198,thế lên mấy đứa đứa phân biệt parky mới bị ghét
7199,7199,đúng là bọn nhóc người bắc là người giúp t dành lại đất nước việt nam 
7200,7200,Park :))
7201,7201,kid : ️parky
7202,7202,"chắc do parky ăn ở sao á, cay nhể"
7203,7203,Toàn bọn vô học nhắn pbvm
7204,7204,TAO TỰ HÀO LÀ NGƯỜI PARKY
7205,7205,"Mình là người miền Nam, ai nói mình là Nam kì thì cũng chả sao cả, bình thường mà "
7206,7206,"là người VN mà có mấy đứa lại phát ra câu đó mà ko biết ngại, chúng ko còn là người VN nx "
7207,7207,phải công nhận neymar hài hước .@kiếmlinh_hoạt88
7208,7208,Đa số mấy đứa nói parky đều là trẻ con
7209,7209,đều là đồng bào mà?
7210,7210,Sao cứ parky cay là sao ?? khó hiểu
7211,7211,"đọc comment mà tao muốn chửi thề á đit me người trung mà ngại dùm á duma đéo có học thức hay gì cứ parky, namki ,rảnh rỗi thì đi học lại đạo đức lớp 1"
7212,7212,Ê parky 
7213,7213,lũ vô học :parky
7214,7214,cay chx 
7215,7215,Tự Hào xứ Thanh
7216,7216,vậy gọi NamKiKi thì sao nhỉ
7217,7217,Bác Hồ bỏ cả cuộc đời tìm cách giải phóng đất nước mà bh phân biệt v=(?
7218,7218,Namki chao mn
7219,7219,Thật tự hào khi ta là ng Parky văn minh 
7220,7220,
7221,7221,vãi z
7222,7222,Parky ăn nói hàm hồ gây sự trước mà giờ lên án muốn xin lỗi thì nói mẹ đi
7223,7223,hãy nghĩ kĩ đi những người ko bt chiến tranh là gì ko bt bác là gì thì từ đó sẽ ko còn đoàn kết nữa 
7224,7224,@nguoicondatviet1 bro nhìn này..
7225,7225,tại sao mọi người...
7226,7226,"nước Việt Nam ta là một,dân tộc ta là một"
7227,7227,ở đâu cũng có người tốt và người thanh hóa
7228,7228,"parky =phóng khoáng
an nhàn
rực rỡ
khỏe mạnh
yêu Nước"
7229,7229,Kệ lũ kid đi mn spam parky mãi cx chẳng để lmj
7230,7230,nhìn bình luận mà buồn 
7231,7231,hãy tôn trọng nhau
7232,7232,"Bắc Nam gì cũng là con người, có nhiều người Bắc đáng ngưỡng mộ"
7233,7233,có lông mà tui dịch
7234,7234,Cho mình hỏi sao lại kì thị thanh hoá vậy ạ 
7235,7235,"P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương
là Parky "
7236,7236,Bình luận toàn lũ cali
7237,7237,Ae Chú Ý K trả lời bọn cmt Parky nhé . Cứ Kệ Chúng Nó Rồi nó Sẽ Chán thôi
7238,7238,❤️❤️❤️❤️❤️❤️
7239,7239,chào mấy ah em nam nhá
7240,7240,miền trung ngồi là parky hay namky?
7241,7241,"Mình ko ủng hộ phân biệt, ở SG sống, làm việc chung ng V mọi miền nên cảm thấy bình thường,Chỉ lạ từ N.kỳ nó bình thường, qua B.kỳ nó lại khác??"
7242,7242,Sao toàn bọn cali ở namkiki bl vậy nhỉ?
7243,7243,cái đó là do ông nói
7244,7244,ok parky
7245,7245,Cái lũ nói parky tao biết thế trước nói bố tụi bay đeo bao cao su
7246,7246,đúng mấy cái loại
7247,7247,"parky. p= Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
7248,7248,bắc tộc cối
7249,7249,Cho hỏi cái tại sao phân biệt miền bắc vậy ! Lý do là gì vậy?
7250,7250,haizz tht tội nghiệp khi nhiều ssv bị mồ côi và k hc ls
7251,7251,Narky Nói Nhiều quá
7252,7252,Hãy nhớ Bác Hồ là Bắc Trung Bộ
7253,7253,"ăn bo bo khoai, sống nhu cc chỉ có thể parky"
7254,7254,"Có thể ý thức đc kh?tớ xem vid trên tik chẳng baoh hứng thú =YouTube vì ccau toàn nói 2 từ ""parky,namky"".Đừng lại đc chứ?"
7255,7255,narky vs parky ?trurky .đại parky tieu narky trung trurky ...vai teo
7256,7256,"hoà bình các vùng miền, đừng phân biệt vùng miền nữa VIỆT NAM LÀ MỘT."
7257,7257,T ng bắc nhưng tiếp súc với ae ng nam thấy ae ng nam khoái sảng sướng
7258,7258,Thật ra là do thời Pháp chia để trị . vì bức xúc việc cô Phương Hằng bị bắt nên lỡ lời thôi .
7259,7259,parky tht ra là 1 từ tiếg anh thật mà:)
7260,7260,Lại vụ án cá rô à
7261,7261,@parky
7262,7262,Toàn lũ con nít chưa mọc đủ lông 
7263,7263,Mấy thg Pbct nghe đi 
7264,7264,cm hơn bọn tao à muốn gặp tao ra Bắc ae bố m tiếp 
7265,7265,parky cốn lài
7266,7266,Trunky
7267,7267,Parky cayyyyyy
7268,7268,các cụ đoàn kết dành lại tự do cho con cháu ăn học thành tài bây giờ con cháu nó lại đi dùng những từ ngữ đáng nhục như vầy
7269,7269,Ko phân biệt gì cả
7270,7270,Tự hào làm Parky
7271,7271,không bỏ được đâu nó là sự bảo thủ của thế hệ trước rồi
7272,7272,"parky❌
namki❌
bắcnam✅"
7273,7273,5 điều bác hồ dạy yêu tổ Quốc yêu đồng bào...
7274,7274,Party 
7275,7275,"bọn trẻ con dùng không nói đến cả người lớn cũng dùng , rất nhiều người lên clip rồi nhưng loại sinh vật đấy nó vẫn cứ parky"
7276,7276,"Việt Nam chỉ có miền Bắc, Nam, Trung, Tây
Việt Nam không có parky, namky, trungky, tayky"
7277,7277,đây par 54 đây nhưng khi gặp par mới em bỏ chạy mấy chục mét 
7278,7278,
7279,7279,Party
7280,7280,Miền Bắc vs Miền Nam là ae một nhà
7281,7281,tui miền nam nhưng thấy tức giùm luôn ☹️
7282,7282,haizz đọc bl mà thấy phí công ông cha ngày xưa ra trận dành độc lập để h 1 số thành phần lại nói này nói nọ 
7283,7283,"Indochine, Tonkin, Annam"
7284,7284,miễn nào cũng đc miễn là người Việt Nam
7285,7285,Mà phần lớn là những bọn trẻ con
7286,7286,bắc nó phân biệt vùng miền
7287,7287,
7288,7288,@á Mì ơ õ ✨ bọn cali lại chúng bả kìa
7289,7289,"Parky 
Namky
Tất cả chúng ta đều là người một nước cơ mà.
Chúng m có được cuộc sống như bây giờ là nhờ Bác Hồ và các chiến sĩ"
7290,7290,"bây giờ nghành GDV
N lại phân biệt vùng miền"
7291,7291,comment kid ko v
7292,7292,parky cayyy
7293,7293,mấy th cmt parky chắc muốn 99+
7294,7294,"-tao là parky
-tao ở nghệ an
-quê hương của tao là parky
-tao ko quan tâm nhưng bọn mày cứ regional division
l Floods differentiate between regions"
7295,7295,mik tưởng đó từ ta chứ 
7296,7296,Trại trẻ mồ côi xin tài trợ video này
7297,7297,Bia đỡ đạn cấp cao: parky
7298,7298,Mấy thằng vô học chắc cay nên mua lại lịch sử tử 1->12 để học lại nhé 
7299,7299,@Phone nghỉ nghề bác sĩ
7300,7300,"mấy thk mồ côi:parky cay,namki,namkiki,trungky,tayki"
7301,7301,
7302,7302,hãy nhớ miền Bắc đã từng hi sinh nhiều cho Miền Nam nhé
7303,7303,"PARKY
Phóng khoáng
An nhàn
Rực rỡ
Khỏe mạnh
yêu nước"
7304,7304,chả biết mấy cháu cứ parky namkiki là npc hay là ông bà bố mẹ ko biết dạy
7305,7305,Nice ky gọi vậy cho vui có cái gi ffaau
7306,7306,kỳ bắc cay
7307,7307,xem đi xem lại không hiểu parky là cái chó gì
7308,7308,cận huyết:parky
7309,7309,miền nam hay miền bắc ai cũng đẹp:)))
7310,7310,parky cay
7311,7311,a phác thai
7312,7312,phản động là biết tội nó như nào rồi
7313,7313,Miền Bắc chào ae Nam chung nha 
7314,7314,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương
gửi chủ tus"
7315,7315,"Đúng Việt Nam! Sông có thể cạn còn núi mòn là bán,ai bán và tiền đi đâu,nếu ko có câu đó thì núi ko mòn được"
7316,7316,Việt Nam đang có quá nhiều phản quốc
7317,7317,máy đứa cmt parky tại nó ko ăn học á vs lại ngta có nhiều lí lẽ bằng chứng nên tụi nó cứng họng chỉ ói ra mấy câu đó á
7318,7318,namkicho con rơi khơ me 
7319,7319,Toàn bọn trẻ con phân biệt người lớn thời gian đâu ra xem mấy cái này
7320,7320,parky ko phải buổi tiệt hả
7321,7321,Narky
7322,7322,Tự hào là người parky 
7323,7323,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
7324,7324,Nhớ hồi 2022<
7325,7325,Nam Kỳ nghe bth
7326,7326,Parky  bắc kì 
7327,7327,Bắc  Trung  Nam
7328,7328,có trung kì choa không
7329,7329,"Đứa nào nói là parky thì thử ra ngoài xh nói thẳng nthe xem ,ngta lại đập cho ng kh ra ng chứ .Chúng m chỉ biết núp sau cái dt rách để cào phím th à?"
7330,7330,Chắc kh m bao giờ đc giấy khen Cháu yêu Bác Hồ đâu nhỉ mà nếu có chắc traonhầm chó.M biết gọi nơi ở m đoàng hoàng vậy sao kh bt tôn trọng nơi ở ngkh
7331,7331,nhìn comment sốc ko ngờ vn phân biệt vùng miến đến như z
7332,7332,cách để có hộp thư 99 cách 1 : parky
7333,7333,parkyyyyyy
7334,7334,hay quá ạ
7335,7335,Đúng là giới trẻ hiện nay ☹☹
7336,7336,
7337,7337,party
7338,7338,"""ý bạn là tự hào là người miền bắc?"""
7339,7339,mẹ tôi người Thanh Hoá
7340,7340,namkyki cay
7341,7341,"Par...
Park:)"
7342,7342,một ngày nào đó khi chiến tranh thì sao liệu có bọn phản nước ko
7343,7343,bruh mấy th kid lên mạng oẳng cái gì cũng được hết cứu
7344,7344,đâu cũng có ng này ng nọ nhưng bị cấm xklđ thì chỉ có parky
7345,7345,định chia rẽ à ko dễ đâu . ở đâu cũng là ae
7346,7346,Tự hào là ng Miền Bắc
7347,7347,dảky
7348,7348,"Trên mạng:Parky Cay,Parky.
Ngoài đời:Em xin lỗi đại ca,em chót dại ạ"
7349,7349,"BÁC HỒ ĐÃ HY SINH BẢN THÂN MÌNH ĐỂ CỨU NƯỚC MÀ BÁC HỒ NHẬN LẠI ĐƯỢC
......"
7350,7350,chẳng hiểu s các bn có thể thốt lên mấy lời đấy
7351,7351,
7352,7352,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương
theo e parky là thế"
7353,7353,m ở TP HCM nhưng ko phân biệt vùng miền. chỉ có bọn ở cali suốt ngày cay cú tìm cách chống phá thôi
7354,7354,hôm bữa có vụ ở bình dương có mấy anh ở miền ngoài không biết ở đâu cầm cọc tiền đòi ném chết hết dân miền nam và cái kết!
7355,7355,Lên mạng kêu parky này nọ ra ngoài dám nói tao mới lạ
7356,7356,ai cmt parky làm chóo
7357,7357,đúng zị
7358,7358,nền dân chủ dẫn đến xh chủ nghĩa dữ r mà kì thị phân biệt vùng miền thì bỏ thôi
7359,7359,tại thằng vũ 21
7360,7360,chào namcali
7361,7361,"lớp có đứa viết là "" bặc ki "" mới ghê"
7362,7362,@trambao8192 đọc bình luận đi..
7363,7363,TỰ HÀO LÀ NGƯỜI PARKY
7364,7364,"KHÔNG PARKY, NAMKY GÌ CẢ BẮC NAM LÀ ANH EM 1 NHÀ!"
7365,7365,@Bình An 
7366,7366,con cháu ngụy đang chia rẽ nội bộ
7367,7367,Khen thanhhoa là nơi sinh ra nhiều vua chúa để thanhhoa khong nói gì
7368,7368,haiz đúng là giới trẻ
7369,7369,"parky
p phóng hoán
a anh dũng
r rũng sĩ
k kị sĩ
y yêu thương"
7370,7370,tui người thành hóa
7371,7371,"Parky=
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
7372,7372,"cho cali chưa biết. Parky=
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương"
7373,7373,Nam Bắc là 1 nhà hiểu chx
7374,7374,mấy thk phân biệt vùng miền cay hay j bl dữ nhể
7375,7375,Tao nam kỳ nè parky
7376,7376,Het cuur
7377,7377,"Parky
P = Phóng khoáng
a = an nhàn
r = rực rỡ
k = khôn ngoan
y = yêu thương "
7378,7378,parkour
7379,7379,@NoName!! @jujukaisen
7380,7380,Xấu hổ hộ bọn trẻ bây h 
