Unnamed: 0,Content,Label
6910,miền nam miền bắc đất việt_nam,2.0
128,phân_biệt cực_kì buồn,2.0
3194,nam_trung bắc tuỳ tôi nam_trung bắc,2.0
4478,nam bắc,2.0
31,tui đơn_giản tui mấy khứa bình luận kiểu tui next đỡ bực,2.0
7549,yêu miền bắc trung nam,2.0
7687,bắc trung nam việt_nam cớ phân_biệt 1 xã_hội miền kẻ xấu,2.0
2306,1 yêu tổ_quốc yêu đồng_bào 2 học_tập lao_động 3 kỷ_luật đoàn_kết 4 vệ_sinh 5 khiêm_tốn dũng_cảm,2.0
45,chi tiktok keyword lock mấy đứa phân_biệt chủng_tộc tuyệt,2.0
5529,bắc + trung + nam = việt_nam chta người cháu việt_nam,2.0
547,máu_chảy_ruột_mềm băc nam ruột_thịt ❤ ️,2.0
796,bắc trung nam 1,2.0
4300,5 hồ dạy yêu tổ_quốc yêu đồng_bào phân_biệt miền,2.0
89,nam bắc …,2.0
427,nam bắc,2.0
574,thua ta việt_nam,2.0
798,nam bắc,2.0
2224,bắc_nam,2.0
6197,kệ nam bắc,2.0
4629,bắc trung nam 1 đừng phân biệt vùng miền,2.0
2529,miền bắc au hiền trường 1 bắc thương_yêu_cầu 1 tí áp,2.0
2638,bắc_nam 1 mày tư 1 chút hộ,2.0
3620,5 hồ dạy 1 yêu tổ_quốc yêu đồng_bào bọn mày dùm,2.0
131,miền nam không phân_biệt miền bọn phân_biệt miền bọn lực thù_địch chia_rẽ dân_tộc vô miền nam đi nam bắc 1,2.0
3152,bắc trung nam anh em 1,2.0
362,mong thức phân_biệt miền,2.0
1658,đừng parky bắc_nam rồi,2.0
2224,bắc_nam,2.0
5704,bắc trung nam,2.0
199,tôi miền bắc miền nam giọng miền nam 1 Việt Nam,2.0
6204,phân_biệt dòng máu việt_nam,2.0
24,phân_biệt chán trẻ,2.0
547,máu_chảy_ruột_mềm băc nam ruột_thịt ❤ ️,2.0
526,việt_nam,2.0
2613,bắc_nam giọng sống ta 1 gia_đình,2.0
2447,haiz nam bắc 1 thiệt phân_biệt miền kì,2.0
411,bac nam mot nha,2.0
3987,mấy bình luận bơ đi 3 bữa n không cắn việt_nam giải_phóng hoà_bình nội_chiến phân_biệt miền,2.0
153,tôi không bạn học phân_biệt miền không bắc không nam bạn được hnay không,2.0
950,trình_độ văn_hoá phân_biệt phân_chia xấu xấu,2.0
388,yêu tổ_quốc yêu đồng_bào,2.0
5665,bắc_nam 1 ta,2.0
2613,bắc_nam giọng sống ta 1 gia_đình,2.0
8268,dân ta máu đỏ da vàng 1 lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,2.0
5513,anh em Việt Nam đại_gia_đình đoàn_kết,2.0
2568,nam bắc,2.0
5623,bắc_nam_thống 1 …,2.0
525,việt_nam,2.0
5197,bắc_nam 1,2.0
7365,người miền trung anh em không kỳ_thị thân phán_xét người người không phán_xét,2.0
5398,đối coi bắc trung nam việt_nam hồ người dân_tộc,2.0
3603,ghét kiểu phân_biệt miền vl hồ đồng_bào,2.0
5783,tao người bắc_nam yêu miền trung …,2.0
4675,nam bắc ta 1 dòng máu việt_nam,2.0
2764,việt_nam dân_tộc việt_nam núi thể mòn sông thể cạn song chân_lý bao thay_đổi,2.0
2941,miền cháu cụ hồ bớt phân_biệt miền kẻ xấu người người bắc người miền trung miền nam,2.0
4358,nam bắc ❤ ️,2.0
5717,nam bắc lực thể chia_cắt,2.0
24,phân_biệt chán trẻ,2.0
4754,1 yêu tổ_quốc yêu đồng_bào 2 học_tập lao_động 3 đoàn_kết kỷ_luật 4 gìn vệ_sinh 5 khiêm_tốn dũng_cảm,2.0
3414,quan_tâm sinh đất nc việt_nam,2.0
3533,bắc trung nam 1,2.0
4607,hồ dạy yêu tổ_quốc yêu đồng_bào,2.0
4200,miền nam mến anh em bắc lắm phú_quốc anh em hoà thuật vui_vẻ,2.0
4297,yêu việt_nam ❤,2.0
5346,nam bắc dòng máu dân_tộc chia_rẽ ngôn_ngữ đừng chia_rẽ 2 miền,2.0
2,bắc trung nam 1 người người kia việt_nam,2.0
3537,mảnh đất hình chữ s máu đổ hôm phân_biệt bắc_nam không,2.0
4797,tổ_tiên ta hy_sinh độc_lập lãnh_thổ bây phân_biệt miền buồn,2.0
622,thời phân_biệt trug nam bắc lz thằg bè toàn nam_trung,2.0
596,bắc trung nam 1 dòng máu đất việt_nam đừng phân_biệt kiểu đấy phán_xét chất nhân,2.0
3353,ngoại miền bắc giỏi trí tiến_thủ,2.0
141,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công ✊,2.0
6272,việt_nam 1 đừng phân_biệt bắc trung nam trẻ đổ bao_nhiêu xương_máu đất hoà_bình em học_tập thân,2.0
4091,hâm mô miền trung nghệ_an toàn_tài hn hoá lắm,2.0
83,kia bắc sống tình_cảm,2.0
4657,yêu tổ_quốc yêu đồng_bào,2.0
7365,người miền trung anh em không kỳ_thị thân phán_xét người người không phán_xét,2.0
4505,việt_nam_thống hoà_bình,2.0
5594,đừng quên bắc trung nam,2.0
2690,thân bắc kêu parky học học phân biệt vùng miền,2.0
5477,bắc trung nam anh em,2.0
6744,anh em nam bắc trung bọn tao thuyền,2.0
8025,nam bắc,2.0
4658,hào việt_nam cháu hồ,2.0
4163,nam bắc giỏi,2.0
7993,yêu tổ_quốc yêu đồng_bào,2.0
31,tui đơn_giản tui mấy khứa bình luận kiểu tui next đỡ bực,2.0
8088,bắc trung nam = việt_nam ❤ ️ mong đoàn_kết ❤ ️ ✅,2.0
6031,tổ_quốc việt_nam anh em,2.0
1520,5 hồ dạy 1 yêu tổ_quốc yêu đồng_bào 2 học_tập lao_động 3 đoàn_kết kỉ_luật 4 gìn vệ_sinh 5 khiêm_tốn dũng_cảm,2.0
4392,1 yêu tổ_quốc yêu đồng_bào ( tiếp anh em ),2.0
8200,đất việt_nam dân_tộc việt_nam sông_cạn_đá_mòn nhân_dân nam bắt,2.0
4505,việt_nam_thống hoà_bình,2.0
3578,) giọng bắc trầm mê tr,2.0
5278,bắc_nam non_sông dải,2.0
6804,miền trung miền bac nam viet nam mãi đỉnh,2.0
272,miền chả cv cơm lá cờ miền chán ghê,2.0
179,việt_nam không phân_biệt miền bất_kỳ 1 không phân_biệt sấu,2.0
2724,ta parky namky ta miền bắc miền nam miền trung ta việt_nam đoàn_kết,2.0
4602,kệ bọn parky namkiki đi anh em ta,2.0
6909,nam bắc 1,2.0
2104,tư lệch_lạc rồi ☺ ️ bọn phản_động nam bắc 1,2.0
3193,miền trung chào nam bắc 1,2.0
3185,máu đỏ da vàng 1 phân_biệt chủng_tộc tách rời đừng mắc bẩy mấy đứa chia rẻ ☺ ️,2.0
6908,việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi hồ_chí_minh,2.0
5351,gia kỳ nam bắc,2.0
4218,nam bắc 1 ❤ ️,2.0
206,Việt Nam ta iu thương nha iu,2.0
2724,ta parky namky ta miền bắc miền nam miền trung ta việt_nam đoàn_kết,2.0
6563,nam bắc 1 [ 写真 ],2.0
7155,nam bắc 1 chx,2.0
3649,thể mấy trẻ học lịch_sử việt_nam 2 miền nam bắc anh em,2.0
1631,5 hồ dạy 1 yêu tổ_quốc yêu đồng_bào 2 học_tập lao_động 3 đoàn_kết kỹ luật 4 gìn vệ_sinh 5 khiêm_tốn dũng_cảm,2.0
4363,parky namky ghét câu không vui hồ hi_sinh đồng_bào tất,2.0
5704,bắc trung nam,2.0
4947,parky namki trungky anh em tôi 1,2.0
6698,yêu bắc trung nam,2.0
4797,tổ_tiên ta hy_sinh độc_lập lãnh_thổ bây phân_biệt miền buồn,2.0
4105,mê dân bắc vô người miền trung giọng bắc suốt ),2.0
7059,parky ❌ namki ❌ bắcnam ✅,2.0
2224,bắc_nam,2.0
7066,miền bắc với miền nam anh em,2.0
5398,đối coi bắc trung nam việt_nam hồ người dân_tộc,2.0
6809,việt_nam gia_đình ( trừ mấy đứa phản_động ),2.0
3353,ngoại miền bắc giỏi trí tiến_thủ,2.0
7059,parky ❌ namki ❌ bắcnam ✅,2.0
124,bắc trung nam toàn lạ tất anh em cột trèo hch,2.0
6234,hà_nội sinh_sống nam nam bắc 1 việt_nam muôn hồ_chủ_tịch muôn,2.0
1961,cj giới trẻ cứu hồ đường cứu sống sung_sướng được giặc đồng_bào,2.0
5895,miền bắc miền trung miền nam việt_nam phân_biệt miền,2.0
2256,nam bắc 1 đừng phân_biệt miền,2.0
3913,bắc trung nam,2.0
7240,paris namkiki cali bắc trung nam 1 54 dân_tộc anh em,2.0
3920,yêu bắc_nam,2.0
3846,5 hồ dạy,2.0
8123,miền nam quý_mến miền bắc,2.0
4781,hâm_mộ lối sống trách_nhiệm bắc khâm_phục chí bất_khuất miền trung ta ta,2.0
1427,bắc trung nam mãi_mãi,2.0
6910,miền nam miền bắc đất việt_nam,2.0
5241,@ thik miền bắc miền nam cãi anh em ta 1 dân tốc đoàn_kết phân_biệt miền ❤ ️ hồ_chí_minh muôn,2.0
7549,yêu miền bắc trung nam,2.0
4578,bắc trung nam tất,2.0
2201,parky culi dân_tộc Việt Nam dòng máu đồng_bào kì_thị như thế này Việt Nam,2.0
464,em miền bắc quý anh em miền nam miền trung,2.0
3353,ngoại miền bắc giỏi trí tiến_thủ,2.0
5346,nam bắc dòng máu dân_tộc chia_rẽ ngôn_ngữ đừng chia_rẽ 2 miền,2.0
7552,việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi,2.0
8268,dân ta máu đỏ da vàng 1 lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,2.0
4068,bắc trung nam kệ phân_biệt miền phân biệt vùng miền hoà_bình,2.0
516,cùg anh em phân_biệt,2.0
6532,parky ❌ namky ❌ nam bắc trung ✅,2.0
8095,nam bắc,2.0
3649,thể mấy trẻ học lịch_sử việt_nam 2 miền nam bắc anh em,2.0
2485,nam bắc 1,2.0
90,miên nam khinh_bỉ phân_biệt miền bắc_nam 1,2.0
455,Việt Nam yêu thw đi miền nam,2.0
3534,khẩu nghiệp thương_yêu ta dân_tộc thống,2.0
2852,chào anh em bắc trung nam lành,2.0
7678,yêu tổ_quốc yêu đồng_bào,2.0
252,bắc trung nam 1 54 dân_tộc đoàn_kết thành_công việt_nam muôn,2.0
3276,bắc trung nam việt_nam,2.0
5856,câu xe chạy miền nam xe trái_tim,2.0
3256,bắc + trung + nam = 1,2.0
3316,Việt Nam 1,2.0
4816,bắc trung nam 1,2.0
5714,hai miền nam bắc 1 tao nam người ta pk tức dùm,2.0
252,bắc trung nam 1 54 dân_tộc đoàn_kết thành_công việt_nam muôn,2.0
4945,bắc trung nam 1,2.0
527,việt_nam,2.0
311,việt_nam # duongdereview # learnontiktok # mcv,2.0
354,kia cội dân_tộc lịch_sử đất chả phân_biệt miền,2.0
4598,) tao tức tụi phân_biệt tao game bắc trung nam tôi hoà_đồng thương,2.0
8095,nam bắc,2.0
484,nam bắc đi phân_tích đất chia_cắt đôi chia_cắt đôi,2.0
2919,nam quốc sơn_hà nam đế cư tuyệt_nhiên định phận thiên thư hà nghịch lỗ lai xâm_phạm nhữ đẳng hành khan thủ bại hư,2.0
7433,yêu tổ_quốc yêu đồng_bào,2.0
1426,nam bắc,2.0
5353,hồ dạy,2.0
3193,miền trung chào nam bắc 1,2.0
5102,miền trung chào bắc_nam ♥,2.0
8088,bắc trung nam = việt_nam ❤ ️ mong đoàn_kết ❤ ️ ✅,2.0
1482,đi 30 30 đường cứu bắc trung nam thành 1,2.0
598,dính bẫy bọn phản_động bắc trung nam 3 kỳ đất việt_nam bọn việt giang khe hở miền chia rẻ ta,2.0
3544,1 yêu tổ_quốc yêu đồng_bào,2.0
6436,phân_biệt miền mua_vui ta 1,2.0
1704,hồ dậy yêu tổ_quốc yêu đồng_bào,2.0
3587,không việt_nam,2.0
3341,nam_trung bắc dải đất chữ s dân_tộc việt cháu vua hùng đừng tổn_thương,2.0
849,anh em ta mai dinh,2.0
5351,gia kỳ nam bắc,2.0
5346,nam bắc dòng máu dân_tộc chia_rẽ ngôn_ngữ đừng chia_rẽ 2 miền,2.0
2165,parky namki trungki ta đừng phân_biệt miền,2.0
4629,bắc trung nam 1 đừng phân biệt vùng miền,2.0
4782,miền nam đừng bình luận chửi mấy đứa phân biệt vùng miền nx lờ bình luận đi chửi lm bắc trung nam cố_chấp chỗ đi bọn phân biệt vùng miền,2.0
7365,người miền trung anh em không kỳ_thị thân phán_xét người người không phán_xét,2.0
2387,di_chúc chủ_tịch hồ_chí_minh viết tổ_quốc ta định_thống đồng_bào nam bắc định sum_họp,2.0
311,nam bắc,2.0
407,việt_nam # duongdereview # learnontiktok # mcv,2.0
5789,bắc trung nam 1,2.0
1704,hồ dậy yêu tổ_quốc yêu đồng_bào,2.0
4816,bắc trung nam 1,2.0
843,tuỳ tui mấy miền bắc đẹp lắm,2.0
5397,miền anh em ta việt_nam,2.0
410,việt_nam # duongdereview # learnontiktok # mcv,2.0
6810,parky parky namky trungky cái gì parky namky nhiễu phủ giá gương người thw c,2.0
2138,bắc trung nam đừng phân biệt vùng miền,2.0
196,mong công_an sử thằng vũ 21 bọn ùa trào_lưu phân biệt vùng miền rút học thân,2.0
1096,bắc trung nam việt_nam,2.0
5221,miền trung giọng hà_nội giọng nam ngôn 1 ❤ mãi yêu 3 miền tổ_quốc,2.0
2872,âm_mưu chia_rẽ khối đại_đoàn_kết tỉnh_táo ❤ ️ nam bắc 1,2.0
2764,việt_nam dân_tộc việt_nam núi thể mòn sông thể cạn song chân_lý bao thay_đổi,2.0
2010,1 phân_biệt miền chán,2.0
5505,đừng phân_biệt bắc kì nam kì rồng cháu tiên đất não không đầu mọc tóc,2.0
3514,miền trung quen bắc_nam thân_thiện ♥ ️,2.0
5477,bắc trung nam anh em,2.0
5301,bắc_nam gà mẹ hoa cành nguyện biển thắm non xanh thương nuôi chí đấu_tranh bền,2.0
5819,miền nam nam bắc trung nam anh em phân_biệt,2.0
2414,anh em 1 phân_biệt miền,2.0
25,vấn không phục được,2.0
6272,việt_nam 1 đừng phân_biệt bắc trung nam trẻ đổ bao_nhiêu xương_máu đất hoà_bình em học_tập thân,2.0
5717,nam bắc lực thể chia_cắt,2.0
4363,parky namky ghét câu không vui hồ hi_sinh đồng_bào tất,2.0
3254,bắc trung nam dân 1 việt_nam bọn trẻ thời,2.0
722,đất xíu dân chục triệu lẻ Trung Quốc ấn_độ chia_rẽ_phận biệt đòi bảo_vệ đất,2.0
4880,trungnambắc mãi_mãi,2.0
4433,1 yêu bắc trung nam,2.0
4505,việt_nam_thống hoà_bình,2.0
427,nam bắc,2.0
505,việt_nam # duongdereview # learnontiktok # mcv,2.0
7146,parky namky bắc_nam 1,2.0
4972,lực thể chia_cắt nam bắc ❤ yêu việt_nam,2.0
3946,đừng phân_biệt miền nx anh em <,2.0
4515,hồ dậy 1 yêu tổ_quốc yêu đồng_bào 2 học_tập lao_động 3 đoàn_kết kỷ_luật 4 gìn vệ_sinh 5 khiêm_tốn,2.0
1164,lai phân_biệt việt_nam hoà_đồng được,2.0
93,tiếng mấy bữa lướt bình luận chia_rẽ đoàn_kết,2.0
7240,paris namkiki cali bắc trung nam 1 54 dân_tộc anh em,2.0
721,phân_biệt miền máu đỏ da vàng buồn,2.0
4435,nam bắc,2.0
1834,tôi 1 suy lệch_lạc Việt Nam 1 bắc trung nam 1 đừng sánh,2.0
5814,bắc_nam cồn cảnh ruột_thịt đấu_tranh_thống thành_công bắc_nam ta vui mấy thân_nôm_na,2.0
870,đừng phân biệt vùng miền anh em 3 miền party,2.0
255,việt_nam # duongdereview # learnontiktok # mcv,2.0
4385,nam bắc ta 1 1 lực thể chia_cắt,2.0
2367,nam bắc 1 đợi mấy bé cali táp nè tôi người nam mẹ tao người bắc táp hộ,2.0
6698,yêu bắc trung nam,2.0
96,việt_nam ta,2.0
4392,1 yêu tổ_quốc yêu đồng_bào ( tiếp anh em ),2.0
4385,nam bắc ta 1 1 lực thể chia_cắt,2.0
4338,bọn trung_quốc thằng sủa câu trung_quốc chia_rẽ tình anh em nam bắc 1 ❤ ️ ❤ ️,2.0
146,nha việt ta 1 dòng 1 1 dòng máu ok giải_phóng miền nam miền bắc chiến_sĩ hai miền giúp_đỡ,2.0
2889,yêu việt_nam yêu 3 miền bắc trung nam,2.0
5381,gà mẹ hoài_đá,2.0
5180,bắc trung nam anh em không phân_biệt miền,2.0
577,đất hoai hùng Việt Nam không phân_biệt miền miền đồng_bào yêu_thương,2.0
5415,ta hoà đi bắc trung nam 1 gia đình đừng chia_rẽ dân_tộc,2.0
2,nam bắc,2.0
3515,miền trung thân chào 2 miền ❤,2.0
6589,túi thik gái bắc nha,2.0
2576,bắc_nam 1,2.0
4675,nam bắc ta 1 dòng máu việt_nam,2.0
4105,mê dân bắc vô người miền trung giọng bắc suốt ),2.0
125,tôi miền nam thik người bắc giọng ấm ~ cực,2.0
4482,parky trungki namki anh em ( god ending ) chào miền bắc miền trung nha,2.0
5957,miền nam công bắc_cực kì giỏi cù,2.0
6676,bắc_nam_thống độc_lập hoà_bình hôm đánh_đổi máu_xương dân_tộc việt_nam trân_trọng dừng phân_biệt,2.0
4659,bắc_nam cội cành ruột_thịt đấu_tranh_thống thành_công bắc_nam ta vui,2.0
5323,parky namky bắc_nam 1,2.0
1658,đừng parky bắc_nam rồi,2.0
843,tuỳ tui mấy miền bắc đẹp lắm,2.0
5398,đối coi bắc trung nam việt_nam hồ người dân_tộc,2.0
410,việt_nam # duongdereview # learnontiktok # mcv,2.0
7678,yêu tổ_quốc yêu đồng_bào,2.0
2275,bắc trung nam cx người Việt Nam bây phân_biệt gì được gì cx cs lợi gì đất nc,2.0
1018,miền bắc miền nam gank miền trung kiểu nh mày đồng_bào vậy không miền bắc miền nam bây giờ không tồn,2.0
4195,miền bắc gửi ngàn yêu_thương anh em miền nam chân,2.0
5733,bắc trung nam ❤ ️,2.0
4206,nam bắc học giỏi siêng_năng,2.0
5704,bắc trung nam,2.0
268,3 miền anh em không phân_biệt,2.0
2010,1 phân_biệt miền chán,2.0
42,miền chả không,2.0
1426,nam bắc,2.0
547,máu_chảy_ruột_mềm băc nam ruột_thịt ❤ ️,2.0
950,trình_độ văn_hoá phân_biệt phân_chia xấu xấu,2.0
2941,miền cháu cụ hồ bớt phân_biệt miền kẻ xấu người người bắc người miền trung miền nam,2.0
6045,bắc trung nam 1,2.0
6282,bắc + trung + nam = việt_nam,2.0
99,tôi miền tây cực miền trung cực phục người miền bắc hơiz,2.0
3247,bắc_nam,2.0
4279,bao_nhiêu nhã_nhặn nam bắc,2.0
7146,parky namky bắc_nam 1,2.0
5503,dòng máu việt cớ phân_biệt,2.0
6436,phân_biệt miền mua_vui ta 1,2.0
5477,bắc trung nam anh em,2.0
3537,mảnh đất hình chữ s máu đổ hôm phân_biệt bắc_nam không,2.0
7989,yêu tổ_quốc yêu đồng_bào,2.0
1181,bắc trung nam ❤ ️,2.0
622,thời phân_biệt trug nam bắc lz thằg bè toàn nam_trung,2.0
4658,hào việt_nam cháu hồ,2.0
90,miên nam khinh_bỉ phân_biệt miền bắc_nam 1,2.0
4676,3 miền 1,2.0
1834,tôi 1 suy lệch_lạc Việt Nam 1 bắc trung nam 1 đừng sánh,2.0
6694,anh em nam bắc bọn tao thuyền mck,2.0
578,bắc trung nam đồng_bào rồng cháu tiên bảo_vệ tổ_quốc,2.0
547,máu_chảy_ruột_mềm băc nam ruột_thịt ❤ ️,2.0
5623,bắc_nam_thống 1 …,2.0
1164,lai phân_biệt việt_nam hoà_đồng được,2.0
505,việt_nam # duongdereview # learnontiktok # mcv,2.0
4130,3 miền 1 hihi,2.0
7993,yêu tổ_quốc yêu đồng_bào,2.0
143,việt_nam # duongdereview # learnontiktok # mcv,2.0
4734,1 yêu tồ quốc yêu đồng_bào 2 học_tập lao_động 3 đoàn_kết kỉ_luật 4 gìn vệ_sinh 5 khiêm_tốn dũng_cảm,2.0
5415,ta hoà đi bắc trung nam 1 gia đình đừng chia_rẽ dân_tộc,2.0
2962,em 2 miền nam bắc anh em quốc_gia em không đấy ta anh em,2.0
5665,bắc_nam 1 ta,2.0
6809,việt_nam gia_đình ( trừ mấy đứa phản_động ),2.0
3603,ghét kiểu phân_biệt miền vl hồ đồng_bào,2.0
148,sức phi văn_hoá đề_nghị xử nghiêm,2.0
5623,bắc_nam_thống 1 …,2.0
3898,miền trung 2 miền bắc miền nam yêu_thương ta việt_nam hào,2.0
8025,nam bắc,2.0
3256,bắc + trung + nam = 1,2.0
757,mấy miềng được sống đ c đừng chia_rẽ đoàn_kết đất nam bắc đìu Việt Nam đừng em ta định_hướng 1 sai_trái nam bắc,2.0
1942,miền nam miền nam miền bắc miền bắc parky không cali,2.0
511,parky ❎ namkiki ❎ miền bắc ✅ miền nam ✅ phân biệt vùng miền,2.0
5196,nam bắc,2.0
777,nè tao tụi bây nè hồi đi 30 không chiến_tranh xảy hồ bát hồ dạy yêu tổ_quốc yêu đồng_bào giờ,2.0
6298,bắc trung nam 1,2.0
1627,bắc xấu xấu nam sống sương máu 2 miền nam bắc xưa độc_lập,2.0
3946,đừng phân_biệt miền nx anh em <,2.0
4475,1 yêu tổ_quốc yêu đồng_bào,2.0
4139,nam_trung bắc 1,2.0
7549,yêu miền bắc trung nam,2.0
8025,nam bắc,2.0
5316,bắc_nam 1,2.0
5733,bắc trung nam ❤ ️,2.0
2973,anh em miền nam chào anh em miền bắc_nam bắc 1,2.0
5623,bắc_nam_thống 1 …,2.0
2653,nam bắc 1,2.0
196,mong công_an sử thằng vũ 21 bọn ùa trào_lưu phân biệt vùng miền rút học thân,2.0
196,mong công_an sử thằng vũ 21 bọn ùa trào_lưu phân biệt vùng miền rút học thân,2.0
6532,parky ❌ namky ❌ nam bắc trung ✅,2.0
88,tiktok khoá tài_khoản sử_dụng ngữ phân_biệt miền,2.0
78,miền trung không phan_biet,2.0
4475,1 yêu tổ_quốc yêu đồng_bào,2.0
4538,hồ_chí_minh muôn,2.0
1441,bắc trung nam,2.0
6589,túi thik gái bắc nha,2.0
5935,mong miền nam hai tiếng đồng_bào du_ngoạn cảnh đẹp đất,2.0
2883,nam bắc 1,2.0
4163,nam bắc giỏi,2.0
5979,tất việt phân_biệt,2.0
220,bao tư_tưởng phân_biệt miền dân_tộc,2.0
4061,bắc trung nam 1 tôn_trọng,2.0
5513,anh em Việt Nam đại_gia_đình đoàn_kết,2.0
849,anh em ta mai dinh,2.0
15,phạt đi xã hội loạn,2.0
5503,dòng máu việt cớ phân_biệt,2.0
4435,nam bắc,2.0
4502,bắc trung nam ta cội tổ_tiên thay tiếng tha tất ❤ ️ ❤ ️ ❤ ️,2.0
4502,bắc trung nam ta cội tổ_tiên thay tiếng tha tất ❤ ️ ❤ ️ ❤ ️,2.0
3187,việt_nam dân_tộc việt_nam sông thể cạn núi thể mòn song chân_lý bao thay_đổi hồ_chí_minh,2.0
537,phận biệt chia_rẽ dân_tộc_thể chấp,2.0
7729,bắc_nam 1,2.0
252,bắc trung nam 1 54 dân_tộc đoàn_kết thành_công việt_nam muôn,2.0
3970,tui miền nam không phân miệt miền,2.0
574,thua ta việt_nam,2.0
1942,miền nam miền nam miền bắc miền bắc parky không cali,2.0
4475,1 yêu tổ_quốc yêu đồng_bào,2.0
354,kia cội dân_tộc lịch_sử đất chả phân_biệt miền,2.0
5047,phân_biệt miền packy namky chửi học_thức trẻ xây_dựng đại dân_tộc Việt Nam,2.0
419,nam bắc mãi_mãi,2.0
7989,yêu tổ_quốc yêu đồng_bào,2.0
45,chi tiktok keyword lock mấy đứa phân_biệt chủng_tộc tuyệt,2.0
6744,anh em nam bắc trung bọn tao thuyền,2.0
3980,chó sủa dòng đi bắc trung nam đoàn_kết,2.0
843,tuỳ tui mấy miền bắc đẹp lắm,2.0
4377,miền nam 5 hồ dạy không 1 yêu tổ_quốc yêu đồng_bào miền nam quên rồi,2.0
3247,bắc_nam,2.0
8212,bắc_nam quan mày sống yêu_mến tao miền nan miền bắc nha mãi yêu,2.0
141,đoàn_kết đoàn_kết đại_đoàn_kết thành_công thành_công đại thành_công ✊,2.0
1627,bắc xấu xấu nam sống sương máu 2 miền nam bắc xưa độc_lập,2.0
6810,parky parky namky trungky cái gì parky namky nhiễu phủ giá gương người thw c,2.0
4578,bắc trung nam tất,2.0
2883,nam bắc 1,2.0
7686,anh em Việt Nam,2.0
1146,xấu phân_biệt miền chủ_yếu bọn phản_động âm_mưu chia_rẽ đoàn_kết dân_tộc tỉnh_táo,2.0
3109,anh em [ 写真 ],2.0
4478,nam bắc,2.0
505,việt_nam # duongdereview # learnontiktok # mcv,2.0
2,nam bắc,2.0
1407,phân_biệt miền người bắc miền nam chiến_đấu hy_sinh đấy chiến_đấu chiến_đấu miền nam miền nam,2.0
5477,bắc trung nam anh em,2.0
6910,miền nam miền bắc đất việt_nam,2.0
757,mấy miềng được sống đ c đừng chia_rẽ đoàn_kết đất nam bắc đìu Việt Nam đừng em ta định_hướng 1 sai_trái nam bắc,2.0
6589,túi thik gái bắc nha,2.0
6286,parky bắc trung nam việt_nam ( spam câu ),2.0
4482,parky trungki namki anh em ( god ending ) chào miền bắc miền trung nha,2.0
2783,tất dân việt_nam,2.0
410,việt_nam # duongdereview # learnontiktok # mcv,2.0
7549,yêu miền bắc trung nam,2.0
2115,s ta gì chửi_rủa cắn đoàn_kết tiến,2.0
6778,trung nam bắc la 1 nha,2.0
525,việt_nam,2.0
6282,bắc + trung + nam = việt_nam,2.0
5623,bắc_nam_thống 1 …,2.0
5057,nam bắc,2.0
8187,bắc trung nam nha … đoàn_kết đi sống tích_cực đừng bọn phản_động kích …,2.0
4482,parky trungki namki anh em ( god ending ) chào miền bắc miền trung nha,2.0
528,việt_nam,2.0
397,nam bắc,2.0
118,miền nam miền trung miền bắc phân_biệt miền,2.0
8,không miền bắc bình luận đấy,2.0
6589,túi thik gái bắc nha,2.0
8268,dân ta máu đỏ da vàng 1 lá cờ việt_nam xưa kia chiến_đấu mục_đích bình_yên đất hoà_bình,2.0
3867,miền bắc chào miền nam ta 1 lm ơn đừng phân biệt vùng miền nx câu đáy người,2.0
108,miền nam chào khắp đất nhá,2.0
8095,nam bắc,2.0
3587,không việt_nam,2.0
4797,tổ_tiên ta hy_sinh độc_lập lãnh_thổ bây phân_biệt miền buồn,2.0
4360,parky thực_dân pháp gọi đồng_bào miền bắc hổ trợ miền nam ta gọi mỉa_mai kì_thị nam bắc 1,2.0
6255,ta dân_tộc parky namkiki trungkiki việt_nam tất phân_biệt miền >,2.0
146,nha việt ta 1 dòng 1 1 dòng máu ok giải_phóng miền nam miền bắc chiến_sĩ hai miền giúp_đỡ,2.0
7066,miền bắc với miền nam anh em,2.0
2298,nam bắc,2.0
1627,bắc xấu xấu nam sống sương máu 2 miền nam bắc xưa độc_lập,2.0
7263,việt_nam 1 dân_tộc việt_nam 1 dân_tộc việt_nam đừng phân_biệt,2.0
950,trình_độ văn_hoá phân_biệt phân_chia xấu xấu,2.0
1423,dân việt_nam chấp phân biệt vùng miền parky namki dân việt_nam ghi dặn công_lao việt_nam muôn cụ hồ muôn,2.0
4914,hồ dạy yêu đồng_bào yêu tổ_quốc,2.0
2601,nam bắc,2.0
3575,bắc trung nam đừng hàng quốc,2.0
1090,bắc trung nam park * cak,2.0
105,1 yêu tổ_quốc yêu đồng_bào 2 học_tập lao_động 3 đoàn_kết kỷ_luật 4 vệ_sinh 5 khiêm_tốn dũng_cảm,2.0
3194,nam_trung bắc tuỳ tôi nam_trung bắc,2.0
3389,chuẩn việt_nam phân_biệt đoàn_kết,2.0
179,việt_nam không phân_biệt miền bất_kỳ 1 không phân_biệt sấu,2.0
